RECTYPE,LEA,URN,SCHNAME,PCODE,TPUP,KS2APS,TPRIORLO,TPRIORAV,TPRIORHI,TFSMCLA,PTFSMCLA,TNOTFSMCLA,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ,PT24ENGPRGLO_PTQ,PT24ENGPRGAV_PTQ,PT24ENGPRGHI_PTQ,PT24MATHPRGLO_PTQ,PT24MATHPRGAV_PTQ,PT24MATHPRGHI_PTQ,PTAC5EM_PTQ,PTAC5EMLO_PTQ,PTAC5EMAV_PTQ,PTAC5EMHI_PTQ,TEBACC_E_PTQ,PTEBACC_PTQ,PTEBACENG_PTQ,PTEBACMAT_PTQ,B8VAMEA_PTQ,B8VAMEA_LO_PTQ,B8VAMEA_AV_PTQ,B8VAMEA_HI_PTQ,TAC5EMFSM_PTQ,PTAC5EMFSM_PTQ,TAC5EMNFSM_PTQ,PTAC5EMNFSM_PTQ,TEBACC_ELO_PTQ,TEBACC_EAV_PTQ,TEBACC_EHI_PTQ,PTEBACC_EFSM_PTQ,PTEBACC_ENFSM_PTQ,PTEBACCLO_PTQ,PTEBACCAV_PTQ,PTEBACCHI_PTQ,PTEBACC_FSM_PTQ,PTEBACC_NFSM_PTQ,B8VAMEA_FSM_PTQ,B8VAMEA_NFSM_PTQ,TTAPSPEPP_PTQ,TrustSchoolFlag (name),Trusts (name),TypeOfEstablishment (name),LEA_NAME,REGION,PTAC5EM_PTQ_weighted,PTAC5EMFSM_PTQ_weighted,PTAC5EMNFSM_PTQ_weighted,PTAC5EMLO_PTQ_weighted,PTAC5EMAV_PTQ_weighted,PTAC5EMHI_PTQ_weighted,PTEBACMAT_PTQ_weighted,PTEBACENG_PTQ_weighted,PTEBACC_PTQ_weighted,PTEBACC_FSM_PTQ_weighted,PTEBACC_NFSM_PTQ_weighted,PTEBACCLO_PTQ_weighted,PTEBACCAV_PTQ_weighted,PTEBACCHI_PTQ_weighted,PT24ENGPRG_PTQ_weighted,PT24ENGPRGLO_PTQ_weighted,PT24ENGPRGAV_PTQ_weighted,PT24ENGPRGHI_PTQ_weighted,PT24MATHPRG_PTQ_weighted,PT24MATHPRGLO_PTQ_weighted,PT24MATHPRGAV_PTQ_weighted,PT24MATHPRGHI_PTQ_weighted,B8VAMEA_PTQ_weighted,B8VAMEA_FSM_PTQ_weighted,B8VAMEA_NFSM_PTQ_weighted,B8VAMEA_LO_PTQ_weighted,B8VAMEA_AV_PTQ_weighted,B8VAMEA_HI_PTQ_weighted,KS2APS_weighted,PTFSMCLA_weighted,TTAPSPEPP_PTQ_weighted,EstablishmentGroup
SCH,330.0,139788.0,Waverley Studio College,B9 5QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Waverley Education Foundation Limited,Studio Schools,Birmingham,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,330.0,103501.0,Wheelers Lane Technology College,B13 0SF,114.0,27.2,21.0,67.0,24.0,40.0,35.0,74.0,96.0,71.0,95.0,96.0,100.0,43.0,76.0,79.0,68.0,10.0,75.0,100.0,45.0,21.0,89.0,76.0,1028.8,1058.4,1032.9,991.6,20.0,50.0,57.0,77.0,1.0,27.0,17.0,28.0,46.0,5.0,19.0,42.0,15.0,24.0,1024.3,1031.1,40.6,Not applicable,,Community School,Birmingham,West Midlands,77.0,20.0,57.0,2.1,50.25,24.0,86.64,101.46000000000001,9.45,1.6800000000000002,8.169599999999999,0.05,5.13,7.14,109.44,19.950000000000003,64.32,24.0,80.94,9.03,50.92,18.96,117283.2,40972.0,76301.4,22226.4,69204.3,23798.4,3100.7999999999997,40.0,4628.400000000001,LA maintained schools
SCH,330.0,139994.0,Yardleys School,B11 3EY,177.0,26.9,38.0,87.0,43.0,104.0,59.0,73.0,70.0,70.0,57.0,72.0,77.0,50.0,71.0,79.0,57.0,18.0,60.0,88.0,30.0,13.0,66.0,69.0,1039.4,1091.5,1037.6,996.9,51.0,49.0,50.0,68.0,1.0,13.0,14.0,13.0,23.0,3.0,10.0,26.0,10.0,18.0,1040.3,1038.0,41.4,Linked to a trust/single academy trust,Yardleys School,Academy Converter,Birmingham,West Midlands,101.0,51.0,50.0,6.84,52.199999999999996,37.84,122.13000000000001,116.82000000000001,3.9000000000000004,1.352,3.0221999999999998,0.03,1.3,3.64,123.9,21.660000000000004,62.64,33.11,123.9,19.0,61.769999999999996,33.97,183973.80000000002,108191.2,75774.0,41477.0,90271.2,42866.7,4761.3,104.0,7327.8,Academies
LA,330.0,,,,12137.0,27.2,2209.0,5819.0,3506.0,5842.0,48.1,6295.0,73.6,65.7,54.7,72.8,87.1,33.4,66.6,84.5,55.9,8.2,52.7,93.9,4669.0,23.0,68.2,66.6,,,,,2543.0,43.5,4245.0,67.4,102.0,1991.0,2426.0,29.3,47.0,1.1,13.0,54.2,14.3,31.1,,,38.8,,,,Birmingham,West Midlands,6788.0,2543.0,4245.0,181.13799999999998,3066.6130000000003,3292.134,8083.241999999999,8277.434000000001,1073.8700000000001,244.77395800000005,920.1401500000001,1.122,258.83,1314.892,8932.832,1208.323,4236.232,3053.726,7974.009,737.806,3875.4539999999997,2962.5699999999997,,,,,,,330126.39999999997,5842.0,470915.6,
SCH,331.0,103727.0,Barr's Hill School and Community College,CV1 4BU,120.0,25.3,29.0,55.0,15.0,68.0,57.0,52.0,51.0,48.0,38.0,53.0,80.0,25.0,58.0,73.0,32.0,10.0,31.0,87.0,19.0,8.0,42.0,48.0,982.3,996.9,975.7,978.4,21.0,31.0,17.0,33.0,1.0,7.0,7.0,21.0,10.0,0.0,5.0,33.0,12.0,4.0,968.7,1004.2,32.4,Linked to a trust/single academy trust,Barr's Hill School Trust Ltd,Foundation School,Coventry,West Midlands,38.0,21.0,17.0,2.9000000000000004,17.05,13.05,57.599999999999994,50.4,1.52,1.7135999999999998,0.20800000000000002,0.0,0.35000000000000003,2.31,61.2,11.02,29.150000000000002,12.0,57.599999999999994,7.25,31.9,10.95,117876.0,65871.6,52218.4,28910.1,53663.5,14676.0,3036.0,68.0,3888.0,LA maintained schools
SCH,331.0,103742.0,Bishop Ullathorne Catholic School,CV3 6BH,138.0,27.4,20.0,69.0,40.0,37.0,27.0,101.0,89.0,77.0,65.0,91.0,95.0,45.0,80.0,88.0,67.0,20.0,70.0,95.0,107.0,42.0,79.0,75.0,1033.2,1056.0,1031.2,1025.3,19.0,51.0,74.0,73.0,4.0,60.0,40.0,62.0,83.0,0.0,35.0,83.0,27.0,48.0,1019.5,1038.7,42.2,Not applicable,,Voluntary Aided School,Coventry,West Midlands,93.0,19.0,74.0,4.0,48.300000000000004,38.0,103.5,109.02000000000001,44.94,6.1938,40.238400000000006,0.0,21.000000000000004,33.2,122.82000000000001,13.0,62.79,38.0,106.26,9.0,55.2,35.2,142581.6,37721.5,104908.70000000001,21120.0,71152.8,41012.0,3781.2,37.0,5823.6,LA maintained schools
SCH,331.0,137272.0,Blue Coat Church of England School and Music College,CV1 2BA,213.0,29.0,14.0,100.0,96.0,43.0,20.0,170.0,80.0,89.0,64.0,73.0,89.0,43.0,94.0,91.0,76.0,7.0,69.0,94.0,136.0,43.0,79.0,90.0,1021.1,1067.7,1024.9,1010.2,27.0,63.0,134.0,79.0,1.0,56.0,79.0,49.0,68.0,0.0,23.0,71.0,35.0,45.0,1011.4,1023.5,43.5,Linked to a trust/single academy trust,"Blue Coat Church of England Academy, The",Academy Converter,Coventry,West Midlands,161.0,27.0,134.0,0.9800000000000001,69.0,90.24000000000001,191.70000000000002,168.27,58.48,7.374500000000001,52.02,0.0,12.88,56.089999999999996,170.4,8.96,73.0,85.44,189.57,6.02,94.0,87.36,217494.30000000002,43490.2,173995.0,14947.800000000001,102490.00000000001,96979.20000000001,6177.0,43.0,9265.5,Academies
SCH,331.0,139292.0,Caludon Castle School,CV2 5BD,242.0,28.6,25.0,124.0,93.0,43.0,18.0,199.0,71.0,55.0,64.0,66.0,78.0,8.0,52.0,72.0,55.0,4.0,40.0,90.0,90.0,18.0,72.0,68.0,998.9,1017.3,997.5,995.8,14.0,33.0,120.0,60.0,1.0,35.0,54.0,26.0,40.0,0.0,7.0,38.0,5.0,21.0,978.5,1003.3,40.3,Linked to a multi-academy trust,Castle Phoenix Trust,Academy Converter,Coventry,West Midlands,134.0,14.0,120.0,1.0,49.6,83.7,164.56,174.23999999999998,16.2,0.559,16.716,0.0,2.45,20.52,171.82,16.0,81.84,72.54,133.10000000000002,2.0,64.48,66.96,241733.8,42075.5,199656.69999999998,25432.5,123690.0,92609.4,6921.200000000001,43.0,9752.599999999999,Academies
SCH,331.0,103743.0,Cardinal Newman Catholic School A Specialist Arts and Community College,CV6 2FR,206.0,27.9,26.0,114.0,62.0,50.0,24.0,156.0,83.0,28.0,85.0,80.0,89.0,0.0,21.0,52.0,36.0,0.0,23.0,76.0,99.0,18.0,80.0,39.0,976.7,991.1,973.8,976.2,11.0,22.0,64.0,41.0,1.0,51.0,46.0,30.0,54.0,0.0,11.0,40.0,8.0,22.0,955.4,983.6,37.0,Not applicable,,Voluntary Aided School,Coventry,West Midlands,75.0,11.0,64.0,0.0,26.220000000000002,47.12,80.34,164.8,17.82,1.2,18.5328,0.0,5.61,18.400000000000002,170.98000000000002,22.099999999999998,91.2,55.18,57.68000000000001,0.0,23.939999999999998,32.24,201200.2,47770.0,153441.6,25768.600000000002,111013.2,60524.4,5747.4,50.0,7622.0,LA maintained schools
SCH,331.0,103744.0,Cardinal Wiseman Catholic School and Language College,CV2 2AJ,214.0,27.7,26.0,109.0,56.0,65.0,30.0,149.0,64.0,62.0,58.0,55.0,82.0,62.0,51.0,82.0,45.0,0.0,39.0,91.0,72.0,21.0,56.0,62.0,986.7,1038.0,974.7,986.3,19.0,29.0,77.0,52.0,1.0,25.0,45.0,20.0,40.0,0.0,10.0,59.0,8.0,27.0,970.4,994.0,38.5,Not applicable,,Voluntary Aided School,Coventry,West Midlands,96.0,19.0,77.0,0.0,42.51,50.96,132.68,119.84000000000002,15.12,1.04,16.092000000000002,0.0,2.5,26.549999999999997,136.96,15.079999999999998,59.95,45.92,132.68,16.12,55.59,45.92,211153.80000000002,63076.0,148106.0,26988.0,106242.3,55232.799999999996,5927.8,65.0,8239.0,LA maintained schools
SCH,331.0,138023.0,Coundon Court,CV6 2AJ,270.0,27.8,35.0,155.0,77.0,44.0,16.0,226.0,85.0,68.0,63.0,88.0,88.0,29.0,70.0,82.0,63.0,3.0,61.0,95.0,137.0,17.0,87.0,72.0,1007.3,1017.3,1012.6,992.2,19.0,43.0,150.0,66.0,6.0,68.0,62.0,30.0,55.0,0.0,8.0,44.0,9.0,19.0,981.1,1012.5,38.2,Linked to a trust/single academy trust,Coundon Court,Academy Converter,Coventry,West Midlands,169.0,19.0,150.0,1.05,94.55,73.15,194.4,234.9,23.290000000000003,1.188,23.617,0.0,5.44,27.28,229.5,22.05,136.4,67.76,183.60000000000002,10.149999999999999,108.50000000000001,63.14000000000001,271971.0,43168.4,228825.0,35605.5,156953.0,76399.40000000001,7506.0,44.0,10314.0,Academies
SCH,331.0,140958.0,Eden Girls' School Coventry,CV1 4JN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Tauheedul Education Trust,Free Schools,Coventry,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,331.0,140366.0,Ernesford Grange Community Academy,CV3 2QD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Sidney Stringer Multi Academy Trust,Academy Sponsor Led,Coventry,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,331.0,140366.0,Ernesford Grange Community Academy,CV3 2QD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Sidney Stringer Multi Academy Trust,Academy Sponsor Led,Coventry,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,331.0,103740.0,Ernesford Grange Community School,CV3 2QD,104.0,27.4,15.0,57.0,28.0,54.0,52.0,50.0,62.0,61.0,80.0,60.0,61.0,33.0,61.0,71.0,51.0,7.0,47.0,79.0,17.0,9.0,67.0,65.0,974.1,1034.2,965.2,960.2,18.0,33.0,35.0,70.0,0.0,7.0,10.0,11.0,22.0,0.0,4.0,25.0,2.0,16.0,959.9,990.2,35.0,Not applicable,,Community School,Coventry,West Midlands,53.0,18.0,35.0,1.05,26.790000000000003,22.12,67.60000000000001,69.68,1.53,0.11880000000000002,1.76,0.0,0.28,2.5,64.48,12.0,34.199999999999996,17.08,63.44,4.95,34.769999999999996,19.88,101306.40000000001,51834.6,49510.0,15513.0,55016.4,26885.600000000002,2849.6,54.0,3640.0,LA maintained schools
SCH,331.0,103740.0,Ernesford Grange Community School,CV3 2QD,104.0,27.4,15.0,57.0,28.0,54.0,52.0,50.0,62.0,61.0,80.0,60.0,61.0,33.0,61.0,71.0,51.0,7.0,47.0,79.0,17.0,9.0,67.0,65.0,974.1,1034.2,965.2,960.2,18.0,33.0,35.0,70.0,0.0,7.0,10.0,11.0,22.0,0.0,4.0,25.0,2.0,16.0,959.9,990.2,35.0,Not applicable,,Community School,Coventry,West Midlands,53.0,18.0,35.0,1.05,26.790000000000003,22.12,67.60000000000001,69.68,1.53,0.11880000000000002,1.76,0.0,0.28,2.5,64.48,12.0,34.199999999999996,17.08,63.44,4.95,34.769999999999996,19.88,101306.40000000001,51834.6,49510.0,15513.0,55016.4,26885.600000000002,2849.6,54.0,3640.0,LA maintained schools
SCH,331.0,136963.0,Finham Park School,CV3 6EA,239.0,28.4,26.0,121.0,88.0,36.0,15.0,203.0,78.0,75.0,81.0,70.0,88.0,35.0,74.0,88.0,67.0,12.0,59.0,95.0,98.0,32.0,76.0,79.0,1014.4,1042.5,1016.3,1003.4,14.0,39.0,146.0,72.0,2.0,45.0,49.0,28.0,43.0,4.0,22.0,53.0,22.0,33.0,987.2,1019.1,42.0,Linked to a trust/single academy trust,Finham Park School,Academy Converter,Coventry,West Midlands,160.0,14.0,146.0,3.12,71.39,83.60000000000001,188.81,181.64000000000001,31.36,2.2176000000000005,28.805699999999998,0.08,9.9,25.970000000000002,186.42000000000002,21.060000000000002,84.7,77.44,179.25,9.100000000000001,89.53999999999999,77.44,242441.6,35539.200000000004,206877.30000000002,27105.0,122972.29999999999,88299.2,6787.599999999999,36.0,10038.0,Academies
SCH,331.0,103732.0,Foxford School and Community Arts College,CV6 6BB,172.0,26.4,41.0,82.0,30.0,68.0,40.0,104.0,57.0,36.0,46.0,57.0,77.0,15.0,39.0,57.0,29.0,0.0,30.0,80.0,58.0,5.0,48.0,38.0,981.1,1006.2,974.8,963.9,12.0,18.0,38.0,37.0,1.0,31.0,26.0,15.0,46.0,0.0,2.0,23.0,1.0,8.0,964.6,991.7,32.5,Linked to a trust/single academy trust,Foxford School Trust Limited,Foundation School,Coventry,West Midlands,50.0,12.0,38.0,0.0,24.599999999999998,24.0,65.36,82.56,2.9000000000000004,0.102,3.8272000000000004,0.0,0.62,5.98,98.04,18.86,46.74,23.1,61.919999999999995,6.1499999999999995,31.98,17.1,168749.2,65592.8,103136.8,41254.200000000004,79933.59999999999,28917.0,4540.8,68.0,5590.0,LA maintained schools
SCH,331.0,135335.0,Grace Academy Coventry,CV2 2RH,144.0,27.3,20.0,87.0,32.0,59.0,41.0,85.0,67.0,36.0,30.0,74.0,72.0,15.0,34.0,50.0,38.0,0.0,30.0,81.0,26.0,8.0,67.0,48.0,973.4,992.7,977.9,949.4,13.0,22.0,41.0,48.0,1.0,11.0,12.0,7.0,26.0,0.0,1.0,25.0,3.0,11.0,967.5,977.5,35.0,Linked to a multi-academy trust,Grace Academy,Academy Sponsor Led,Coventry,West Midlands,54.0,13.0,41.0,0.0,26.099999999999998,25.92,69.12,96.48,2.08,0.12390000000000002,2.431,0.0,0.11,3.0,96.48,6.0,64.38,23.04,51.839999999999996,3.0,29.580000000000002,16.0,140169.6,57082.5,83087.5,19854.0,85077.3,30380.8,3931.2000000000003,59.0,5040.0,Academies
SCH,331.0,103733.0,Lyng Hall School,CV2 3JS,108.0,25.2,32.0,43.0,13.0,50.0,46.0,58.0,77.0,52.0,63.0,88.0,85.0,28.0,63.0,77.0,45.0,9.0,65.0,92.0,16.0,5.0,61.0,55.0,998.3,1004.0,996.4,990.4,18.0,36.0,31.0,53.0,3.0,7.0,3.0,10.0,19.0,3.0,2.0,15.0,2.0,7.0,976.8,1019.8,35.2,Linked to a trust/single academy trust,Lyng Hall Trust Ltd,Foundation School,Coventry,West Midlands,49.0,18.0,31.0,2.88,27.95,11.96,59.400000000000006,65.88,0.8,0.1,0.7714000000000001,0.09,0.14,0.44999999999999996,83.16,20.16,37.84,11.049999999999999,56.160000000000004,8.96,27.09,10.01,107816.4,48840.0,59148.399999999994,32128.0,42845.2,12875.199999999999,2721.6,50.0,3801.6000000000004,LA maintained schools
SCH,331.0,103736.0,President Kennedy School and Community College,CV6 4GL,213.0,26.0,39.0,110.0,35.0,85.0,40.0,128.0,96.0,75.0,97.0,95.0,100.0,61.0,81.0,77.0,64.0,13.0,77.0,100.0,59.0,23.0,80.0,70.0,1045.9,1072.9,1044.1,1021.6,45.0,53.0,91.0,71.0,0.0,27.0,28.0,14.0,37.0,0.0,16.0,74.0,13.0,29.0,1039.6,1050.1,39.6,Not applicable,,Community School,Coventry,West Midlands,136.0,45.0,91.0,5.07,84.7,35.0,149.10000000000002,170.4,13.57,1.5470000000000002,13.734399999999999,0.0,4.32,20.72,204.48,37.83,104.50000000000001,35.0,159.75,23.79,89.10000000000001,26.95,222776.7,88365.99999999999,134412.8,41843.100000000006,114850.99999999999,35756.0,5538.0,85.0,8434.800000000001,LA maintained schools
SCH,331.0,141104.0,Seva School,CV2 3DN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Sevak Education Trust,Free Schools,Coventry,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,331.0,136126.0,Sidney Stringer Academy,CV1 5LY,207.0,25.5,50.0,100.0,37.0,119.0,57.0,88.0,88.0,76.0,82.0,92.0,97.0,52.0,90.0,92.0,65.0,28.0,80.0,100.0,115.0,35.0,78.0,71.0,1037.9,1079.8,1027.2,1011.2,68.0,57.0,66.0,75.0,11.0,68.0,34.0,47.0,67.0,6.0,39.0,76.0,21.0,53.0,1036.2,1040.3,36.5,Linked to a multi-academy trust,Sidney Stringer Multi Academy Trust,Academy Sponsor Led,Coventry,West Midlands,134.0,68.0,66.0,14.000000000000002,80.0,37.0,146.97,161.46,40.25000000000001,11.7453,31.248800000000003,0.6599999999999999,26.52,25.84,182.16,41.0,92.0,35.89,157.32,26.0,90.0,34.04,214845.30000000002,123307.8,91546.4,53990.0,102720.0,37414.4,5278.5,119.0,7555.5,Academies
SCH,331.0,103728.0,Stoke Park School and Community Technology College,CV2 4JW,171.0,26.4,45.0,79.0,44.0,76.0,44.0,95.0,67.0,48.0,42.0,78.0,73.0,16.0,57.0,61.0,51.0,11.0,49.0,93.0,12.0,5.0,69.0,58.0,999.0,1029.1,1003.3,960.2,28.0,37.0,59.0,62.0,0.0,1.0,10.0,5.0,8.0,0.0,1.0,14.0,4.0,5.0,989.0,1007.1,36.7,Linked to a trust/single academy trust,Stoke Park School Trust,Foundation School,Coventry,West Midlands,87.0,28.0,59.0,4.95,38.71,40.92,99.17999999999999,117.99000000000001,0.6000000000000001,0.15200000000000002,0.38000000000000006,0.0,0.01,1.4000000000000001,114.57000000000001,18.9,61.620000000000005,32.12,82.08,7.2,45.03000000000001,26.84,170829.0,75164.0,95674.5,46309.49999999999,79260.7,42248.8,4514.4,76.0,6275.700000000001,LA maintained schools
SCH,331.0,137209.0,Tile Hill Wood School and Language College,CV4 9PW,201.0,27.3,32.0,120.0,40.0,59.0,29.0,142.0,79.0,66.0,59.0,78.0,95.0,31.0,68.0,88.0,59.0,0.0,62.0,98.0,83.0,24.0,75.0,63.0,1009.2,993.8,1013.6,1008.4,16.0,27.0,102.0,72.0,2.0,52.0,26.0,25.0,48.0,0.0,18.0,60.0,10.0,30.0,970.4,1025.6,38.9,Linked to a trust/single academy trust,Tile Hill Wood School and Language College,Academy Converter,Coventry,West Midlands,118.0,16.0,102.0,0.0,74.4,39.2,126.63,150.75,19.919999999999998,1.475,20.447999999999997,0.0,9.36,15.6,158.79000000000002,18.88,93.60000000000001,38.0,132.66,9.92,81.60000000000001,35.2,202849.2,57253.6,145635.19999999998,31801.6,121632.0,40336.0,5487.3,59.0,7818.9,Academies
SCH,331.0,137225.0,The Westwood Academy,CV4 8DY,96.0,26.5,23.0,49.0,18.0,38.0,40.0,58.0,74.0,51.0,61.0,71.0,94.0,30.0,55.0,56.0,48.0,9.0,49.0,89.0,55.0,3.0,69.0,60.0,1004.4,1047.6,993.7,978.2,13.0,34.0,33.0,57.0,4.0,29.0,17.0,47.0,64.0,0.0,4.0,6.0,5.0,2.0,1014.3,997.7,32.9,Linked to a trust/single academy trust,"Westwood School (Coventry), The",Academy Converter,Coventry,West Midlands,46.0,13.0,33.0,2.07,24.009999999999998,16.02,57.599999999999994,66.24000000000001,1.65,0.893,0.7424,0.0,1.16,1.02,71.03999999999999,14.03,34.79,16.92,48.96,6.8999999999999995,26.950000000000003,10.080000000000002,96422.4,38543.4,57866.600000000006,24094.8,48691.3,17607.600000000002,2544.0,38.0,3158.3999999999996,Academies
SCH,331.0,137225.0,The Westwood Academy,CV4 8DY,96.0,26.5,23.0,49.0,18.0,38.0,40.0,58.0,74.0,51.0,61.0,71.0,94.0,30.0,55.0,56.0,48.0,9.0,49.0,89.0,55.0,3.0,69.0,60.0,1004.4,1047.6,993.7,978.2,13.0,34.0,33.0,57.0,4.0,29.0,17.0,47.0,64.0,0.0,4.0,6.0,5.0,2.0,1014.3,997.7,32.9,Linked to a trust/single academy trust,"Westwood School (Coventry), The",Academy Converter,Coventry,West Midlands,46.0,13.0,33.0,2.07,24.009999999999998,16.02,57.599999999999994,66.24000000000001,1.65,0.893,0.7424,0.0,1.16,1.02,71.03999999999999,14.03,34.79,16.92,48.96,6.8999999999999995,26.950000000000003,10.080000000000002,96422.4,38543.4,57866.600000000006,24094.8,48691.3,17607.600000000002,2544.0,38.0,3158.3999999999996,Academies
SCH,331.0,136840.0,Whitley Academy,CV3 4BD,134.0,26.2,37.0,69.0,21.0,58.0,43.0,76.0,84.0,62.0,86.0,81.0,86.0,32.0,72.0,81.0,52.0,14.0,64.0,90.0,27.0,15.0,73.0,64.0,1019.4,1062.3,1007.0,984.3,21.0,36.0,49.0,64.0,0.0,11.0,16.0,14.0,25.0,0.0,12.0,57.0,12.0,17.0,1011.0,1026.0,36.9,Linked to a trust/single academy trust,Whitley Academy,Academy Converter,Coventry,West Midlands,70.0,21.0,49.0,5.180000000000001,44.160000000000004,18.900000000000002,85.76,97.82,4.05,0.9744,3.2300000000000004,0.0,1.3199999999999998,9.120000000000001,112.56,31.82,55.89,18.06,83.08,11.84,49.68,17.01,136599.6,58638.0,77976.0,39305.1,69483.0,20670.3,3510.7999999999997,58.0,4944.599999999999,Academies
SCH,331.0,140961.0,WMG Academy for Young Engineers,CV4 8DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,WMG Academy for Young Engineers,University Technical College,Coventry,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,331.0,140961.0,WMG Academy for Young Engineers,CV4 8DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,WMG Academy for Young Engineers,University Technical College,Coventry,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,331.0,137165.0,Woodlands Academy,CV5 7FF,150.0,27.2,25.0,81.0,40.0,30.0,20.0,120.0,71.0,60.0,72.0,63.0,85.0,16.0,60.0,88.0,50.0,0.0,46.0,93.0,49.0,14.0,59.0,63.0,1007.0,1037.1,1005.5,991.0,9.0,30.0,66.0,55.0,0.0,21.0,27.0,17.0,37.0,0.0,6.0,40.0,3.0,17.0,987.0,1011.9,36.1,Linked to a trust/single academy trust,Woodlands Academy,Academy Converter,Coventry,West Midlands,75.0,9.0,66.0,0.0,37.260000000000005,37.2,94.5,88.5,6.86,0.153,7.548,0.0,1.26,10.8,106.5,18.0,51.03,34.0,90.0,4.0,48.6,35.2,151050.0,29610.0,121428.0,25927.499999999996,81445.5,39640.0,4080.0,30.0,5415.0,Academies
LA,331.0,,,,3436.0,26.8,640.0,1735.0,866.0,1146.0,33.4,2290.0,74.0,59.2,57.4,74.9,85.2,27.3,62.2,77.0,52.3,7.5,52.2,91.0,1275.0,19.3,69.0,62.3,,,,,405.0,35.3,1393.0,60.8,39.0,612.0,591.0,22.9,44.2,0.8,12.7,48.2,10.1,23.9,,,37.2,,,,Coventry,West Midlands,1798.0,405.0,1393.0,48.0,905.6700000000001,788.0600000000001,2140.628,2370.84,246.07500000000002,26.505833999999997,241.91102000000004,0.312,77.724,284.862,2542.64,367.35999999999996,1299.515,737.8320000000001,2034.1120000000003,174.72000000000003,1079.17,666.82,,,,,,,92084.8,1146.0,127819.20000000001,
SCH,332.0,140126.0,Bishop Milner Catholic College,DY1 3BY,119.0,28.7,7.0,67.0,43.0,20.0,17.0,99.0,81.0,64.0,71.0,75.0,93.0,29.0,57.0,84.0,66.0,14.0,55.0,95.0,24.0,11.0,83.0,71.0,1017.3,1068.1,1019.1,1006.3,9.0,45.0,70.0,71.0,0.0,10.0,14.0,10.0,22.0,0.0,3.0,26.0,10.0,11.0,992.3,1022.5,42.4,Linked to a multi-academy trust,"St John Bosco Catholic Academy, The",Academy Converter,Dudley,West Midlands,79.0,9.0,70.0,0.9800000000000001,36.85,40.85,84.49,98.77000000000001,2.64,0.2,2.3958,0.0,0.3,3.64,96.39,4.97,50.25,39.99,76.16,2.03,38.190000000000005,36.12,121058.7,19846.0,101227.5,7476.699999999999,68279.7,43270.9,3415.2999999999997,20.0,5045.599999999999,Academies
SCH,332.0,103867.0,Castle High School and Visual Arts College,DY1 3JE,140.0,26.1,35.0,82.0,18.0,71.0,51.0,69.0,60.0,61.0,29.0,68.0,78.0,20.0,72.0,89.0,45.0,0.0,55.0,78.0,17.0,8.0,51.0,60.0,1024.7,1016.8,1032.6,1004.2,18.0,25.0,45.0,65.0,1.0,9.0,5.0,7.0,17.0,0.0,6.0,28.0,1.0,14.0,1016.2,1033.8,36.2,Not applicable,,Voluntary Aided School,Dudley,West Midlands,63.0,18.0,45.0,0.0,45.1,14.040000000000001,84.0,71.4,1.36,0.04970000000000001,1.6422000000000003,0.0,0.54,1.4000000000000001,84.0,10.149999999999999,55.760000000000005,14.040000000000001,85.39999999999999,7.0,59.04,16.02,143458.0,72150.2,71332.2,35588.0,84673.2,18075.600000000002,3654.0,71.0,5068.0,LA maintained schools
