,LEA_CODE,LEA_NAME,LEA_REGION,PTAC5EM_PTQ_eduvis,PTAC5EMFSM_PTQ_eduvis,PTAC5EMNFSM_PTQ_eduvis,PTAC5EMLO_PTQ_eduvis,PTAC5EMAV_PTQ_eduvis,PTAC5EMHI_PTQ_eduvis,PTEBACMAT_PTQ_eduvis,PTEBACENG_PTQ_eduvis,PTEBACC_PTQ_eduvis,PTEBACC_FSM_PTQ_eduvis,PTEBACC_NFSM_PTQ_eduvis,PTEBACCLO_PTQ_eduvis,PTEBACCAV_PTQ_eduvis,PTEBACCHI_PTQ_eduvis,PT24ENGPRG_PTQ_eduvis,PT24ENGPRGLO_PTQ_eduvis,PT24ENGPRGAV_PTQ_eduvis,PT24ENGPRGHI_PTQ_eduvis,PT24MATHPRG_PTQ_eduvis,PT24MATHPRGLO_PTQ_eduvis,PT24MATHPRGAV_PTQ_eduvis,PT24MATHPRGHI_PTQ_eduvis,B8VAMEA_PTQ_eduvis,B8VAMEA_FSM_PTQ_eduvis,B8VAMEA_NFSM_PTQ_eduvis,B8VAMEA_LO_PTQ_eduvis,B8VAMEA_AV_PTQ_eduvis,B8VAMEA_HI_PTQ_eduvis,TTAPSPEPP_PTQ_eduvis,PTAC5EM_PTQ_dfe,PTAC5EMFSM_PTQ_dfe,PTAC5EMNFSM_PTQ_dfe,PTAC5EMLO_PTQ_dfe,PTAC5EMAV_PTQ_dfe,PTAC5EMHI_PTQ_dfe,PTEBACMAT_PTQ_dfe,PTEBACENG_PTQ_dfe,PTEBACC_PTQ_dfe,PTEBACC_FSM_PTQ_dfe,PTEBACC_NFSM_PTQ_dfe,PTEBACCLO_PTQ_dfe,PTEBACCAV_PTQ_dfe,PTEBACCHI_PTQ_dfe,PT24ENGPRG_PTQ_dfe,PT24ENGPRGLO_PTQ_dfe,PT24ENGPRGAV_PTQ_dfe,PT24ENGPRGHI_PTQ_dfe,PT24MATHPRG_PTQ_dfe,PT24MATHPRGLO_PTQ_dfe,PT24MATHPRGAV_PTQ_dfe,PT24MATHPRGHI_PTQ_dfe,B8VAMEA_PTQ_dfe,B8VAMEA_FSM_PTQ_dfe,B8VAMEA_NFSM_PTQ_dfe,B8VAMEA_LO_PTQ_dfe,B8VAMEA_AV_PTQ_dfe,B8VAMEA_HI_PTQ_dfe,TTAPSPEPP_PTQ_dfe,PTAC5EM_PTQ_VARIANCE,PTAC5EMFSM_PTQ_VARIANCE,PTAC5EMNFSM_PTQ_VARIANCE,PTAC5EMLO_PTQ_VARIANCE,PTAC5EMAV_PTQ_VARIANCE,PTAC5EMHI_PTQ_VARIANCE,PTEBACMAT_PTQ_VARIANCE,PTEBACENG_PTQ_VARIANCE,PTEBACC_PTQ_VARIANCE,PTEBACC_FSM_PTQ_VARIANCE,PTEBACC_NFSM_PTQ_VARIANCE,PTEBACCLO_PTQ_VARIANCE,PTEBACCAV_PTQ_VARIANCE,PTEBACCHI_PTQ_VARIANCE,PT24ENGPRG_PTQ_VARIANCE,PT24ENGPRGLO_PTQ_VARIANCE,PT24ENGPRGAV_PTQ_VARIANCE,PT24ENGPRGHI_PTQ_VARIANCE,PT24MATHPRG_PTQ_VARIANCE,PT24MATHPRGLO_PTQ_VARIANCE,PT24MATHPRGAV_PTQ_VARIANCE,PT24MATHPRGHI_PTQ_VARIANCE,B8VAMEA_PTQ_VARIANCE,B8VAMEA_FSM_PTQ_VARIANCE,B8VAMEA_NFSM_PTQ_VARIANCE,B8VAMEA_LO_PTQ_VARIANCE,B8VAMEA_AV_PTQ_VARIANCE,B8VAMEA_HI_PTQ_VARIANCE,TTAPSPEPP_PTQ_VARIANCE
70,856,Leicester,East Midlands,53.3681944,43.50961538,59.5107339,9.341463415,52.21217712,90.22992701,64.86311904,64.85942787,26.195671,4.741201923,12.53964553,0.1271777,6.587945879,34.23114355,71.30544448,52.70034843,71.31303813,84.06934307,63.44201784,33.00522648,66.07503075,79.81751825,100204.4694,98656.17788,101192.2616,101301.5679,100366.5191,99091.47202,3795.413719,51.9,41.5,58.5,8.3,51.9,90.3,63,63.1,19.5,11.5,24.7,0.9,14,48.1,69.2,47.3,71,84.1,61.9,29.7,65.5,79.9,,,,,,,37.1,-1.468194402,-2.009615385,-1.010733899,-1.041463415,-0.312177122,0.070072993,-1.86311904,-1.759427868,-6.695670996,6.758798077,12.16035447,0.7728223,7.412054121,13.86885645,-2.105444479,-5.400348432,-0.31303813,0.030656934,-1.542017841,-3.305226481,-0.57503075,0.082481752,,,,,,,-3758.313719
54,884,Herefordshire,West Midlands,60.14656144,40.27303754,64.07832546,5.525210084,54.81208054,93.95970696,71.52002225,70.23581758,30.67119565,4.700921502,14.89630655,0.147058824,6.279642058,44.67032967,73.42269188,48.25210084,70.3557047,89.09157509,71.15684093,23.59663866,71.8557047,87.99450549,100635.1522,98571.19454,101047.9271,99716.21849,100786.4094,100799.3773,4083.353726,58.7,37.7,63.1,5.1,54.4,93.8,70.6,69.2,27.5,13.4,30.4,1.2,16.1,59.5,72.3,44.9,69.9,89.1,70,22.7,71.8,88.1,,,,,,,40.3,-1.446561443,-2.573037543,-0.978325456,-0.425210084,-0.412080537,-0.15970696,-0.920022247,-1.035817575,-3.171195652,8.699078498,15.50369345,1.052941176,9.820357942,14.82967033,-1.12269188,-3.35210084,-0.455704698,0.008424908,-1.156840934,-0.896638655,-0.055704698,0.105494505,,,,,,,-4043.053726
43,390,Gateshead,North East,59.92179863,39.80263158,68.42837274,3.785046729,49.98609824,91.87034483,72.36510264,71.75219941,34.67551267,2.967121711,20.16554937,0.018691589,3.776645042,49.98896552,70.69990225,56.00934579,65.92400371,82.12413793,64.76441838,23.3271028,63.93419833,78.48413793,99217.93744,97221.72697,100065.4937,100600.5607,98922.09453,99256.27586,4032.091887,58.5,37.6,67.7,3.2,49.5,91.7,70.8,70.2,26.7,9,34.5,0.4,10.6,60.3,69.2,48.8,65.4,82,63.3,20.6,63.2,78.4,,,,,,,39.6,-1.421798631,-2.202631579,-0.72837274,-0.585046729,-0.486098239,-0.170344828,-1.565102639,-1.552199413,-7.975512666,6.032878289,14.33445063,0.381308411,6.823354958,10.31103448,-1.499902248,-7.209345794,-0.524003707,-0.124137931,-1.464418377,-2.727102804,-0.734198332,-0.084137931,,,,,,,-3992.491887
128,866,Swindon,South West,54.51263538,34.77366255,60.05780347,5.461038961,47.09683099,89.51082251,66.93005415,70.27662455,21.96794081,1.837489712,10.25596532,0.038961039,2.714788732,31.16594517,72.29377256,52.65584416,69.78609155,85.0966811,62.42148014,28.43831169,62.73327465,76.60750361,98983.65523,96022.83951,99826.50867,100364.3506,99038.20423,98313.16017,3834.774368,53.1,32.2,59.4,4.9,46.9,89.5,65.3,68.6,18.9,6.3,22.7,0.3,9.5,44.7,70.5,46.7,69.6,85.1,60.9,25.4,62.4,76.7,,,,,,,37.6,-1.412635379,-2.573662551,-0.657803468,-0.561038961,-0.196830986,-0.010822511,-1.630054152,-1.676624549,-3.067940814,4.462510288,12.44403468,0.261038961,6.785211268,13.53405483,-1.793772563,-5.955844156,-0.186091549,0.003318903,-1.521480144,-3.038311688,-0.333274648,0.092496392,,,,,,,-3797.174368
126,936,Surrey,South East,64.90795217,39.39782191,69.3438788,6.815246637,57.08911856,93.10575139,75.53615487,75.7705447,36.18966909,5.38186419,19.66905648,0.223318386,7.654056162,46.7993639,77.31505029,59.80807175,73.5475819,86.82374768,74.6725185,29.07892377,72.08034321,90.40948847,101180.8104,98227.69379,101697.2842,101219.3722,101274.179,101026.3265,4139.96394,63.5,37,68.3,5.7,57,93,74,74.1,30.6,12.9,33.9,0.8,16.7,60.2,75.8,51.5,73.4,86.8,73.4,26,72,90.4,,,,,,,40.7,-1.407952173,-2.397821909,-1.043878801,-1.115246637,-0.089118565,-0.105751391,-1.536154868,-1.670544695,-5.589669088,7.51813581,14.23094352,0.576681614,9.045943838,13.4006361,-1.515050294,-8.308071749,-0.147581903,-0.023747681,-1.272518504,-3.078923767,-0.080343214,-0.009488471,,,,,,,-4099.26394
52,805,Hartlepool,North East,56.5018315,41.80522565,65.72280179,6.229007634,44.79537367,91.15119363,65.59340659,71.80952381,19.33156499,2.207078385,10.8085842,0,1.827402135,28.86472149,73.31684982,55.51908397,69.14234875,85.34748011,55.02930403,15.34351145,53.27224199,70.69761273,98230.42125,96543.80048,99279.37407,98907.70992,97980.53381,98309.12467,3844.734432,55.1,40,65,5.9,44.6,91,64,70.2,18.6,9.5,24.6,0,7.1,43.5,71.5,48.4,68.7,85.4,53.5,14.4,52.9,70.6,,,,,,,37.6,-1.401831502,-1.805225653,-0.722801788,-0.329007634,-0.195373665,-0.151193634,-1.593406593,-1.60952381,-0.731564987,7.292921615,13.7914158,0,5.272597865,14.63527851,-1.816849817,-7.119083969,-0.442348754,0.052519894,-1.529304029,-0.94351145,-0.372241993,-0.097612732,,,,,,,-3807.134432
148,872,Wokingham,South East,67.66138855,40.625,71.24137931,4.530726257,62.09473684,94.2907916,76.67478685,78.57551766,37.04840764,4.82765625,19.88794483,0,7.265789474,51.02584814,81.81973203,63.79329609,77.09605263,91.79806139,74.50243605,30.18435754,74.45394737,86.02584814,101438.1912,98251.14583,101874.2897,101471.3966,101662.6711,101149.7577,4172.058465,66.3,36.8,70.6,4,61.7,94.2,75,76.8,33.8,14.6,36.5,0,17.8,65.8,80.1,56.9,76.7,91.5,73.1,26.7,74.1,85.8,,,,,,,41.1,-1.361388551,-3.825,-0.64137931,-0.530726257,-0.394736842,-0.090791599,-1.674786845,-1.775517661,-3.248407643,9.77234375,16.61205517,0,10.53421053,14.77415186,-1.719732034,-6.893296089,-0.396052632,-0.298061389,-1.402436054,-3.484357542,-0.353947368,-0.225848142,,,,,,,-4130.958465
24,896,Cheshire West and Chester,North West,59.56025605,35.15406162,65.61306009,4.561712846,50.52414163,92.87052811,69.21402728,71.90231005,32.02113606,2.393417367,17.13956235,0,5.763412017,43.6286201,72.68410799,49.57178841,68.56759657,85.93696763,66.32785973,22.70780856,63.07886266,85.27512777,100390.5455,97003.41737,101241.0733,100422.6952,100282.7843,100479.6252,4061.742277,58.2,32.7,64.9,3.9,50.1,92.7,67.8,70.4,27.2,8.9,32,0,14.5,58.5,71.3,43.8,68.3,86,65.1,20.7,62.8,85.2,,,,,,,40,-1.360256053,-2.454061625,-0.71306009,-0.661712846,-0.424141631,-0.170528109,-1.414027275,-1.502310047,-4.821136063,6.506582633,14.86043765,0,8.736587983,14.8713799,-1.384107988,-5.771788413,-0.267596567,0.063032368,-1.227859727,-2.007808564,-0.278862661,-0.075127768,,,,,,,-4021.742277
76,352,Manchester,North West,52.75428571,42.5567704,64.89734602,10.86597938,50.8412915,91.56581532,62.20297143,67.2528,27.76042278,5.94246005,17.85929895,0.49871134,7.134151887,43.57269155,72.65005714,57.04381443,72.88176444,82.88310413,60.35771429,31.72809278,61.25466121,78.90667976,99555.11771,98163.9529,101250.3856,100509.0077,99120.92315,99673.86051,3809.995429,51.4,41,64.3,9.9,50.6,91.6,60.7,65.5,22.1,14.6,31.3,1.5,15.3,57.1,70.7,52.2,72.6,82.8,58.9,28.8,61,78.9,,,,,,,37.3,-1.354285714,-1.556770395,-0.597346019,-0.965979381,-0.241291496,0.034184676,-1.502971429,-1.7528,-5.660422783,8.65753995,13.44070105,1.00128866,8.165848113,13.52730845,-1.950057143,-4.843814433,-0.281764438,-0.083104126,-1.457714286,-2.928092784,-0.25466121,-0.006679764,,,,,,,-3772.695429
63,810,Kingston upon Hull,Yorkshire & Humberside,46.03302457,31.58425832,55.63002681,6.953316953,43.06661891,83.99310345,60.15465163,59.66612968,26.05019305,2.405408678,12.51078418,0.27027027,5.075931232,34.81034483,63.25251712,47.71253071,62.82951289,77.23275862,52.71929118,23.28992629,54.53295129,69.06724138,97818.6025,95594.11705,99333.28418,99059.85258,97773.40974,97398.24138,3687.716472,44.7,30,54.8,6.1,43.1,84,58.5,58,15.1,6.1,21.2,1.1,9.5,41.7,61.6,43.3,62.7,77.2,51.5,22.1,54.4,68.8,,,,,,,36,-1.333024567,-1.584258325,-0.83002681,-0.853316953,0.033381089,0.006896552,-1.654651631,-1.666129682,-10.95019305,3.694591322,8.689215818,0.82972973,4.424068768,6.889655172,-1.652517116,-4.412530713,-0.129512894,-0.032758621,-1.21929118,-1.18992629,-0.132951289,-0.267241379,,,,,,,-3651.716472
60,206,Islington,London,61.23188406,57.54310345,68.80530973,18.37339056,61.72506739,93.16720257,70.72826087,77.86376812,28.69645868,9.959612069,18.9059292,0.502145923,8.446091644,48.22829582,83.76449275,72.34763948,85.2115903,87.43729904,73.60217391,58.53218884,72.8638814,85.45659164,102520.5797,102362.1121,102880.531,105445.3648,102421.6577,100620.2251,4047.746377,59.9,56.1,68,16.9,61.7,93.2,69.2,76.3,26.3,22.7,34,2.7,19.9,63,81.9,66.1,85.3,87.5,72.1,53.3,72.9,85.5,,,,,,,39.6,-1.331884058,-1.443103448,-0.805309735,-1.473390558,-0.025067385,0.032797428,-1.52826087,-1.563768116,-2.396458685,12.74038793,15.0940708,2.197854077,11.45390836,14.77170418,-1.864492754,-6.247639485,0.088409704,0.062700965,-1.502173913,-5.232188841,0.036118598,0.04340836,,,,,,,-4008.146377
15,801,Bristol,South West,56.52881797,35.92142189,67.53246753,7.58018018,54.44488978,94.62097735,66.88570498,70.46499512,30.14583333,3.251824135,13.32535465,0.111711712,5.410153641,32.50417163,75.91045262,57.44144144,75.76753507,88.34803337,67.69391078,35.20900901,69.16165665,86.07866508,100416.1869,98902.4696,101239.2507,100685.7117,100282.4916,100340.6913,3887.968089,55.2,34,67.1,6.8,54.1,94.6,65.3,68.7,19.3,8.2,25.5,0.6,11.6,47.6,74.1,52,75.5,88.5,66.1,32,68.9,86.1,,,,,,,38.1,-1.328817975,-1.92142189,-0.432467532,-0.78018018,-0.34488978,-0.020977354,-1.585704982,-1.764995116,-10.84583333,4.948175865,12.17464535,0.488288288,6.189846359,15.09582837,-1.810452621,-5.441441441,-0.26753507,0.151966627,-1.593910778,-3.209009009,-0.261656647,0.021334923,,,,,,,-3849.868089
31,831,Derby,East Midlands,51.51187905,32.32077764,59.59079284,6.074688797,46.23427332,90.12763321,67.61771058,61.50971922,29.11378556,1.330012151,13.8666087,0.008298755,3.584237166,38.34696406,66.72642189,54.21784232,63.52711497,80.26765799,65.34953204,27.37759336,68.61822126,83.97645601,99845.95032,97548.00729,100808.6701,100930.9544,99639.52278,99639.50434,3896.799856,50.2,30.5,58.9,5.4,45.9,90,66.1,60.1,19.4,6,25.3,0.2,9.4,51.4,65,48.4,63.3,80.2,64,24.9,68.3,83.9,,,,,,,38.2,-1.31187905,-1.820777643,-0.690792839,-0.674688797,-0.334273319,-0.127633209,-1.517710583,-1.409719222,-9.713785558,4.669987849,11.4333913,0.191701245,5.815762834,13.05303594,-1.726421886,-5.817842324,-0.227114967,-0.067657993,-1.349532037,-2.477593361,-0.318221258,-0.07645601,,,,,,,-3858.599856
121,356,Stockport,North West,59.60028551,31.43322476,67.50457038,4.88358209,50.21763471,93.56049638,70.64703783,69.64917916,34.65484429,2.743208469,18.46525594,0.017910448,5.951014696,44.94105481,71.30121342,56.88955224,65.51154654,84.94002068,67.89757316,30.23283582,64.43806858,85.5377456,99877.4768,96662.36156,100785.7907,99362.41791,99893.75087,100036.2668,4015.635261,58.3,29.8,66.7,4.1,50,93.5,69.1,68.2,26.7,9,31.8,0.3,13.2,57.9,70.1,50.8,65.2,84.9,66.5,26.7,64.3,85.3,,,,,,,39.6,-1.30028551,-1.633224756,-0.804570384,-0.78358209,-0.21763471,-0.060496381,-1.54703783,-1.449179158,-7.954844291,6.256791531,13.33474406,0.282089552,7.248985304,12.95894519,-1.201213419,-6.089552239,-0.311546536,-0.040020683,-1.397573162,-3.532835821,-0.138068579,-0.237745605,,,,,,,-3976.035261
118,210,Southwark,London,63.76617581,56.54082529,71.23411978,13.93375394,65.82680592,92.02608696,73.94109772,75.99732262,35.03071672,11.53087796,26.66979129,0.466876972,14.21061793,55.4573913,80.69433289,69.31545741,80.58659704,87.52521739,75.57340473,53.23974763,77.12445605,83.13043478,101912.7265,101268.0773,102606.1252,103909.6845,102218.6684,100277.4087,4021.066488,62.5,54.9,70.5,12.5,65.8,92,72.4,74.5,30.2,21.7,39.2,2,23.7,63.8,79.1,62.7,80.5,87.5,74,48,77,83.1,,,,,,,39.6,-1.266175814,-1.640825285,-0.734119782,-1.433753943,-0.026805918,-0.026086957,-1.541097724,-1.497322624,-4.830716724,10.16912204,12.53020871,1.533123028,9.489382071,8.342608696,-1.594332887,-6.615457413,-0.086597041,-0.025217391,-1.57340473,-5.239747634,-0.124456049,-0.030434783,,,,,,,-3981.466488
49,850,Hampshire,South East,60.16479401,33.24348607,65.55195973,5.100541842,50.60411934,93.9872156,71.19108614,72.1282397,31.98454545,2.41328841,16.07287846,0.030102348,4.503104649,43.44247021,73.86389513,54.17399157,69.77252764,86.09295775,69.10614232,28.16676701,66.16765107,87.05157096,99843.56704,96287.84816,100566.0644,99152.85972,99820.3983,100107.3998,3994.347566,58.9,31.3,64.7,4.5,50.4,93.9,69.8,70.7,26.1,8,29.9,0.3,11.9,57,72.6,49.3,69.6,86,67.8,25.8,65.9,87,,,,,,,39.4,-1.264794007,-1.943486074,-0.851959727,-0.600541842,-0.20411934,-0.087215601,-1.391086142,-1.4282397,-5.884545455,5.58671159,13.82712154,0.269897652,7.396895351,13.55752979,-1.263895131,-4.873991571,-0.172527639,-0.092957746,-1.306142322,-2.366767008,-0.267651068,-0.051570964,,,,,,,-3954.947566
40,845,East Sussex,South East,54.45505947,34.39108062,60.35831441,5.474313023,50.16946676,93.19926199,64.36439852,69.58685904,26.40744858,2.323421955,11.89660106,0.014336918,5.197954711,35.96900369,71.68765841,52.36798088,70.23411249,85.34907749,63.51491519,27.75149343,63.38897005,85.48191882,99938.74634,96630.67753,100920.3003,99293.17802,100002.2644,100139.2694,3916.625073,53.2,32.3,59.7,5.1,49.8,92.9,63.1,68.3,20.5,7.9,24.4,0.2,12.4,50.7,70.4,49.4,70,85.1,62.4,26.5,63,85.1,,,,,,,38.7,-1.255059466,-2.091080617,-0.658314408,-0.374313023,-0.369466764,-0.299261993,-1.264398518,-1.286859037,-5.907448583,5.576578045,12.50339894,0.185663082,7.202045289,14.73099631,-1.287658413,-2.967980884,-0.234112491,-0.249077491,-1.114915188,-1.251493429,-0.388970051,-0.381918819,,,,,,,-3877.925073
80,826,Milton Keynes,South East,50.4547108,32.6055313,56.40155189,4.125603865,43.98265896,86.60966543,65.35903965,61.51655147,27.41116279,2.662896652,13.9714937,0.02173913,5.250722543,36.9913259,64.43761368,54.83091787,60.41401734,75.75340768,63.45507457,32.27777778,61.66112717,81.43370508,99630.36013,98425.44396,100037.1435,101179.1546,99526.08382,99072.41636,3911.749727,49.2,30.9,55.6,3.7,43.7,86.5,63.8,59.9,20.5,8.1,24.8,0.4,11.2,48.3,62.9,49.9,60.1,75.5,62.1,29.7,61.4,81.3,,,,,,,38.4,-1.254710804,-1.705531295,-0.801551891,-0.425603865,-0.28265896,-0.109665428,-1.559039651,-1.616551473,-6.911162791,5.437103348,10.8285063,0.37826087,5.949277457,11.3086741,-1.537613678,-4.930917874,-0.314017341,-0.253407683,-1.355074573,-2.577777778,-0.261127168,-0.133705081,,,,,,,-3873.349727
47,876,Halton,North West,58.44522968,44.48398577,67.64361079,5.734375,49.06930693,93.01229508,67.36819788,71.70742049,32.83486239,6.790836299,26.86813599,0.041666667,7.057991513,62.2192623,74.13710247,49.25,69.71711457,89.20286885,63.11590106,30.765625,60.02121641,79.50204918,98967.35689,97082.24199,100204.3376,99438.95833,98898.45827,98877.31557,3914.904594,57.2,43,66.8,5.2,48.9,93,66,70.3,30.3,17.2,39.1,0.5,14.5,67,72.4,44.3,69.7,89.1,61.8,27.7,60.3,79.3,,,,,,,38.5,-1.245229682,-1.483985765,-0.843610785,-0.534375,-0.169306931,-0.012295082,-1.36819788,-1.407420495,-2.534862385,10.4091637,12.23186401,0.458333333,7.442008487,4.780737705,-1.737102473,-4.95,-0.017114569,-0.102868852,-1.31590106,-3.065625,0.278783593,-0.20204918,,,,,,,-3876.404594
93,353,Oldham,North West,53.64261168,34.67078189,63.15789474,4.901678657,46.70669291,90.48240636,64.86666667,67.05360825,22.59837963,1.979547325,9.551444788,0.033573141,2.590551181,26.82406356,68.95979381,47.51318945,65.9855643,83.56526674,59.44398625,20.53717026,59.11351706,78.39160045,98386.39519,96307.74691,99422.46646,97865.9952,98166.04987,98874.24518,3839.5189,52.4,33.1,62.4,4.3,46.2,90.4,63.3,65.4,16.8,8.5,21.2,0.4,8.2,41.5,67.2,42.6,65.4,83.7,57.9,18.4,58.3,78.2,,,,,,,37.7,-1.242611684,-1.570781893,-0.757894737,-0.601678657,-0.506692913,-0.082406356,-1.566666667,-1.653608247,-5.79837963,6.520452675,11.64855521,0.366426859,5.609448819,14.67593644,-1.759793814,-4.913189448,-0.585564304,0.134733258,-1.543986254,-2.137170264,-0.81351706,-0.191600454,,,,,,,-3801.8189
119,342,St Helens,North West,56.41169854,38.22975518,64.15396953,3.076142132,44.33479212,89.53763441,67.87626547,68.80314961,21.44112478,1.723220339,9.698901363,0,1.564551422,27.92626728,68.74409449,45.1928934,65.3107221,80.06144393,60.61473566,18.88324873,58.06892779,76.83256528,98216.79415,95136.06403,99527.71451,97908.27411,98067.22101,98536.11367,3972.322835,55.2,36.6,63.4,2.7,44.2,89.7,66.4,67.3,19.2,7.7,24.2,0,7,43.5,67.1,40.3,65.1,80,59.4,17.2,57.8,76.8,,,,,,,39,-1.211698538,-1.629755179,-0.753969527,-0.376142132,-0.134792123,0.162365591,-1.476265467,-1.503149606,-2.24112478,5.976779661,14.50109864,0,5.435448578,15.57373272,-1.644094488,-4.892893401,-0.210722101,-0.061443932,-1.214735658,-1.683248731,-0.26892779,-0.032565284,,,,,,,-3933.322835
50,309,Haringey,London,60.27197669,50.87881591,70.65439673,14.6825,64.72306034,96.34398496,71.13598834,71.66294318,31.75983146,3.952099907,20.36949898,0.1725,6.30387931,45.0037594,80.55366683,64.6575,81.59806034,91.7406015,75.34191355,54.0075,77.38146552,90.36466165,103046.4692,102845.4949,103313.5276,104246.2,103012.9526,101950.6579,4047.362797,59.1,49.4,70,13.4,64.5,96.4,70,70.3,24.2,14,35.6,1.4,18,60.1,78.8,59.9,81.5,91.9,74.2,50.6,77.4,90.6,,,,,,,39.8,-1.171976688,-1.478815911,-0.654396728,-1.2825,-0.223060345,0.056015038,-1.135988344,-1.362943176,-7.559831461,10.04790009,15.23050102,1.2275,11.69612069,15.0962406,-1.753666829,-4.7575,-0.098060345,0.159398496,-1.14191355,-3.4075,0.018534483,0.235338346,,,,,,,-4007.562797
120,860,Staffordshire,West Midlands,56.06575342,33.17409766,62.02182019,3.200972447,48.55920233,91.7351314,67.90389041,68.08471233,26.64554398,2.653625265,12.68571054,0.070502431,4.631076028,35.68914246,70.19923288,45.3808752,67.78043207,84.54944675,63.18827397,24.43435981,63.35791442,79.30359613,99613.12329,97094.10297,100273.4636,99570.12156,99750.23681,99395.36653,3933.356712,54.9,31.4,61.3,2.8,48.6,91.8,66.5,66.7,20.9,8.5,24.2,0.4,10.9,48.2,68.9,40.6,67.8,84.6,62,22,63.4,79.3,,,,,,,38.7,-1.165753425,-1.774097665,-0.721820191,-0.400972447,0.040797673,0.064868603,-1.403890411,-1.384712329,-5.745543981,5.846374735,11.51428946,0.329497569,6.268923972,12.51085754,-1.299232877,-4.780875203,0.019567927,0.05055325,-1.188273973,-2.434359806,0.042085584,-0.003596127,,,,,,,-3894.656712
45,203,Greenwich,London,60.74988135,51.46088596,70.17208413,16.35097493,61.19634703,93.34221311,68.14285714,76.12244898,29.92385218,8.008294062,18.15913958,0.445682451,10.35068493,45.06762295,81.74560987,69.69637883,81.93333333,89.9692623,67.85097295,47.22562674,67.79452055,80.45696721,102323.3033,101368.1715,103367.0845,104288.9136,102379.8904,100818.4016,4014.660655,59.6,50.3,69.2,14.9,61.1,93.4,66.9,74.8,25.8,19.5,32.3,2.5,20.8,58.4,80.3,63.6,81.7,90,66.6,43,67.5,80.5,,,,,,,39.6,-1.149881348,-1.160885957,-0.97208413,-1.45097493,-0.096347032,0.057786885,-1.242857143,-1.32244898,-4.123852184,11.49170594,14.14086042,2.054317549,10.44931507,13.33237705,-1.445609872,-6.09637883,-0.233333333,0.030737705,-1.250972947,-4.225626741,-0.294520548,0.043032787,,,,,,,-3975.060655
51,310,Harrow,London,63.44497608,48.01980198,69.74393531,16.31683168,61.07526882,96.84828711,72.7,75.28325359,37.90510949,11.28620462,24.00359838,2.528052805,15.6655914,50.42414356,83.15023923,71.26732673,79.22365591,95.26264274,75.48947368,50.84488449,74.1827957,89.44208809,102806.1148,102092.1782,103133.8073,106079.604,102438.6882,101569.9511,4083.966507,62.3,46.5,68.8,14.7,61.2,96.7,71.3,73.7,32.1,20.3,37,5.1,24.6,63.3,81.5,64.7,79.4,95.1,74.1,45.8,74.2,89.4,,,,,,,40.1,-1.144976077,-1.51980198,-0.94393531,-1.616831683,0.124731183,-0.148287113,-1.4,-1.583253589,-5.805109489,9.01379538,12.99640162,2.571947195,8.934408602,12.87585644,-1.650239234,-6.567326733,0.176344086,-0.162642741,-1.389473684,-5.044884488,0.017204301,-0.042088091,,,,,,,-4043.866507
66,340,Knowsley,North West,36.52743653,24.23312883,50.61511424,2.144329897,30.01778386,76.91519435,51.65438165,48.58804259,10.70738636,1.267852761,5.846045694,0,1.177838577,20.39575972,52.67731368,40.81958763,48.89876881,70.71024735,43.18263718,10.91237113,44.58276334,60.78091873,94528.00164,92149.78528,97283.70826,94317.21649,94379.39808,95040.84806,3418.116298,35.4,23.2,49.7,1.8,29.8,76.8,50,47.3,9.1,4.9,14.2,0,3.9,29.6,51.3,35.4,48.7,70.4,41.8,9.3,44.5,60.6,,,,,,,33.3,-1.127436527,-1.033128834,-0.915114236,-0.344329897,-0.217783858,-0.115194346,-1.654381654,-1.288042588,-1.607386364,3.632147239,8.353954306,0,2.722161423,9.204240283,-1.377313677,-5.419587629,-0.19876881,-0.31024735,-1.382637183,-1.612371134,-0.082763338,-0.180918728,,,,,,,-3384.816298
108,343,Sefton,North West,56.12307692,35.93220339,63.67864693,2.820224719,43.13541043,92.15899218,64.88553846,70.60092308,28.1242515,3.75059887,15.50618182,0.084269663,4.175554224,38.98001738,70.26,50.57303371,65.91911324,82.71763684,58.23753846,22.28932584,52.21869383,77.5447437,99273.87077,96386.76836,100351.5476,100312.2191,99136.94428,99136.0556,4031.68,55,34.6,62.8,2.4,43,92.3,63.6,69.3,24.8,12.5,29.5,0.2,11.8,52.6,69.2,45.9,65.7,82.8,57.2,20.5,52,77.7,,,,,,,39.8,-1.123076923,-1.33220339,-0.878646934,-0.420224719,-0.135410425,0.141007819,-1.285538462,-1.300923077,-3.324251497,8.74940113,13.99381818,0.115730337,7.624445776,13.61998262,-1.06,-4.673033708,-0.219113241,0.082363162,-1.037538462,-1.789325843,-0.218693829,0.155256299,,,,,,,-3991.88
