,LEA_CODE,LEA_NAME,LEA_REGION,PTAC5EM_PTQ_eduvis,PTAC5EMFSM_PTQ_eduvis,PTAC5EMNFSM_PTQ_eduvis,PTAC5EMLO_PTQ_eduvis,PTAC5EMAV_PTQ_eduvis,PTAC5EMHI_PTQ_eduvis,PTEBACMAT_PTQ_eduvis,PTEBACENG_PTQ_eduvis,PTEBACC_PTQ_eduvis,PTEBACC_FSM_PTQ_eduvis,PTEBACC_NFSM_PTQ_eduvis,PTEBACCLO_PTQ_eduvis,PTEBACCAV_PTQ_eduvis,PTEBACCHI_PTQ_eduvis,PT24ENGPRG_PTQ_eduvis,PT24ENGPRGLO_PTQ_eduvis,PT24ENGPRGAV_PTQ_eduvis,PT24ENGPRGHI_PTQ_eduvis,PT24MATHPRG_PTQ_eduvis,PT24MATHPRGLO_PTQ_eduvis,PT24MATHPRGAV_PTQ_eduvis,PT24MATHPRGHI_PTQ_eduvis,B8VAMEA_PTQ_eduvis,B8VAMEA_FSM_PTQ_eduvis,B8VAMEA_NFSM_PTQ_eduvis,B8VAMEA_LO_PTQ_eduvis,B8VAMEA_AV_PTQ_eduvis,B8VAMEA_HI_PTQ_eduvis,TTAPSPEPP_PTQ_eduvis,PTAC5EM_PTQ_dfe,PTAC5EMFSM_PTQ_dfe,PTAC5EMNFSM_PTQ_dfe,PTAC5EMLO_PTQ_dfe,PTAC5EMAV_PTQ_dfe,PTAC5EMHI_PTQ_dfe,PTEBACMAT_PTQ_dfe,PTEBACENG_PTQ_dfe,PTEBACC_PTQ_dfe,PTEBACC_FSM_PTQ_dfe,PTEBACC_NFSM_PTQ_dfe,PTEBACCLO_PTQ_dfe,PTEBACCAV_PTQ_dfe,PTEBACCHI_PTQ_dfe,PT24ENGPRG_PTQ_dfe,PT24ENGPRGLO_PTQ_dfe,PT24ENGPRGAV_PTQ_dfe,PT24ENGPRGHI_PTQ_dfe,PT24MATHPRG_PTQ_dfe,PT24MATHPRGLO_PTQ_dfe,PT24MATHPRGAV_PTQ_dfe,PT24MATHPRGHI_PTQ_dfe,B8VAMEA_PTQ_dfe,B8VAMEA_FSM_PTQ_dfe,B8VAMEA_NFSM_PTQ_dfe,B8VAMEA_LO_PTQ_dfe,B8VAMEA_AV_PTQ_dfe,B8VAMEA_HI_PTQ_dfe,TTAPSPEPP_PTQ_dfe,PTAC5EM_PTQ_VARIANCE,PTAC5EMFSM_PTQ_VARIANCE,PTAC5EMNFSM_PTQ_VARIANCE,PTAC5EMLO_PTQ_VARIANCE,PTAC5EMAV_PTQ_VARIANCE,PTAC5EMHI_PTQ_VARIANCE,PTEBACMAT_PTQ_VARIANCE,PTEBACENG_PTQ_VARIANCE,PTEBACC_PTQ_VARIANCE,PTEBACC_FSM_PTQ_VARIANCE,PTEBACC_NFSM_PTQ_VARIANCE,PTEBACCLO_PTQ_VARIANCE,PTEBACCAV_PTQ_VARIANCE,PTEBACCHI_PTQ_VARIANCE,PT24ENGPRG_PTQ_VARIANCE,PT24ENGPRGLO_PTQ_VARIANCE,PT24ENGPRGAV_PTQ_VARIANCE,PT24ENGPRGHI_PTQ_VARIANCE,PT24MATHPRG_PTQ_VARIANCE,PT24MATHPRGLO_PTQ_VARIANCE,PT24MATHPRGAV_PTQ_VARIANCE,PT24MATHPRGHI_PTQ_VARIANCE,B8VAMEA_PTQ_VARIANCE,B8VAMEA_FSM_PTQ_VARIANCE,B8VAMEA_NFSM_PTQ_VARIANCE,B8VAMEA_LO_PTQ_VARIANCE,B8VAMEA_AV_PTQ_VARIANCE,B8VAMEA_HI_PTQ_VARIANCE,TTAPSPEPP_PTQ_VARIANCE
74,341,Liverpool,North West,50.83078268,34.12144009,62.29266495,2.959252971,40.62109705,88.34133333,62.80103582,66.31484678,31.09095528,4.600354648,19.37583487,0.010186757,4.6092827,44.19,67.76456625,47.1426146,64.2814346,82.03666667,57.02870091,20.63327674,52.19029536,78.304,98069.76047,95914.39011,99477.3498,97471.93548,97998.35021,98504.24667,3911.277514,49.9,32.5,62,2.9,40.5,87.9,61.3,64.5,23,11,31.4,0.1,10.8,54.1,66.3,41.9,64,81.9,55.9,19.8,52,78.2,,,,,,,38.4,-0.930782685,-1.621440086,-0.292664947,-0.059252971,-0.121097046,-0.441333333,-1.501035822,-1.814846785,-8.090955285,6.399645352,12.02416513,0.089813243,6.1907173,9.91,-1.464566249,-5.242614601,-0.281434599,-0.136666667,-1.128700906,-0.83327674,-0.190295359,-0.104,,,,,,,-3872.877514
101,807,Redcar and Cleveland,North East,50.91661739,32.25806452,59.36426117,2.650224215,36.97263398,90.71577123,64.52513306,64.87758723,20.53673469,1.370379507,8.776838488,0,1.445838084,26.847487,64.33057363,41.71748879,58.63169897,81.74003466,55.05854524,18.86547085,51.39110604,74.21663778,97198.47428,94422.20114,98452.26804,97296.05381,96804.9829,97764.81802,3787.7055,50,31.1,58.8,2.4,37,90.6,63.4,63.8,16.9,6.8,21.7,0,5.9,41.2,63.2,37.8,58.2,81.8,54,17.1,51.2,74.2,,,,,,,37.2,-0.916617386,-1.158064516,-0.564261168,-0.250224215,0.027366021,-0.115771231,-1.125133057,-1.077587226,-3.636734694,5.429620493,12.92316151,0,4.454161916,14.352513,-1.130573625,-3.917488789,-0.431698974,0.059965338,-1.05854524,-1.765470852,-0.191106043,-0.016637782,,,,,,,-3750.5055
90,929,Northumberland,North East,53.51414407,27.5,60.92169352,2.928440367,46.85142544,94.08080808,69.02391368,64.94575678,25.6431468,1.840868421,11.93961409,0,4.041666667,35.92525253,66.88072324,44.57247706,65.20394737,82.63232323,67.34470691,26.23669725,69.35690789,86.0030303,99595.23185,95762.59211,100682.604,98678.93578,99628.23465,100037.7273,3895.176436,52.6,26.2,60.5,2.7,46.8,94,68,63.9,20.8,6.4,25.1,0,10.7,51.8,66,40.7,65.1,82.6,66.3,24.5,69.3,85.9,,,,,,,38.4,-0.914144065,-1.3,-0.421693518,-0.228440367,-0.051425439,-0.080808081,-1.023913677,-1.04575678,-4.843146796,4.559131579,13.16038591,0,6.658333333,15.87474747,-0.880723243,-3.872477064,-0.103947368,-0.032323232,-1.044706912,-1.736697248,-0.056907895,-0.103030303,,,,,,,-3856.776436
77,887,Medway,South East,59.70889845,36.69985775,66.68103448,6.168650794,57.78548283,96.3590034,69.03374132,73.451869,45.10753676,6.439559033,19.25996983,0.003968254,6.107582631,46.98187995,77.36520013,58.07936508,76.71937784,90.53227633,68.75752564,29.58333333,70.1419313,88.53454134,100930.129,97873.92603,101868.8276,100897.1627,100995.4115,100928.7316,3908.266623,58.8,35.5,66.1,5.7,57.8,96.5,68.1,72.3,23.4,10.3,27.4,0.2,12.1,59.1,76.5,53.8,76.7,90.6,67.9,27.2,70.5,88.6,,,,,,,38.6,-0.908898445,-1.199857752,-0.581034483,-0.468650794,0.014517174,0.140996602,-0.933741317,-1.151869004,-21.70753676,3.860440967,8.140030172,0.196031746,5.992417369,12.11812005,-0.865200132,-4.279365079,-0.019377835,0.067723669,-0.857525637,-2.383333333,0.358068697,0.065458664,,,,,,,-3869.666623
35,835,Dorset,South West,59.59925443,37.70739065,63.59878754,4.263581489,51.75619296,92.84654919,72.00792171,73.44315005,29.704,4.133197587,16.2650124,0.012072435,6.682746632,44.62628488,75.07013048,58.67806841,72.32377227,85.03597651,69.32828518,23.89738431,69.4315515,85.02936858,100066.1836,97079.32127,100619.978,99351.18712,100243.4333,100046.9824,3967.903075,58.7,36,63,3.8,51.8,92.9,70.8,72.3,26.5,10.8,29.4,0.2,14.5,56.9,74,52,72.4,85.1,68.4,21.5,69.5,85.1,,,,,,,39.1,-0.899254427,-1.707390649,-0.598787545,-0.463581489,0.04380704,0.053450808,-1.207921715,-1.143150047,-3.204,6.666802413,13.1349876,0.187927565,7.817253368,12.27371512,-1.070130475,-6.67806841,0.076227727,0.064023495,-0.928285182,-2.397384306,0.068448501,0.070631424,,,,,,,-3928.803075
4,822,Bedford,Eastern England,52.89658906,31.02625298,59.31372549,2.72555205,52.00421496,91.7966805,66.49810504,63.98213319,22.14102564,1.250692124,9.790196078,0,3.339304531,34.98340249,69.30806714,45.12618297,68.86406744,85.12863071,66.16459123,24.64984227,68.85142255,88.64937759,100331.0125,97745.99045,101111.2115,99139.11672,100844.1834,100142.4689,3875.684894,52,30,58.7,2.6,51.8,91.5,65.4,62.8,19.2,6.5,23.1,0,11.3,49.7,68.1,41.4,68.7,84.9,65.4,22.4,68.5,88.8,,,,,,,38.2,-0.896589063,-1.026252983,-0.61372549,-0.12555205,-0.204214963,-0.296680498,-1.098105035,-1.182133189,-2.941025641,5.249307876,13.30980392,0,7.960695469,14.71659751,-1.208067136,-3.726182965,-0.164067439,-0.228630705,-0.764591229,-2.249842271,-0.35142255,0.150622407,,,,,,,-3837.484894
116,852,Southampton,South East,51.8887723,34.3373494,61.27214171,9.747252747,51.32755102,90.52078775,63.60598111,69.13011542,21.02017291,2.213403614,11.45125604,0.43956044,3.191836735,44.23632385,76.22560336,62.05769231,78.31836735,82.66958425,63.2250787,36.23076923,65.71836735,79.33916849,99535.48793,97834.90964,100461.8519,101067.3077,99410.68367,98505.49234,3713.725079,51,33.1,60.9,8.8,51.3,90.2,62.6,68.1,18,8.1,23.5,1.5,9.1,53.5,74.9,57.7,78.3,83,62.2,33.5,65.9,78.9,,,,,,,36.5,-0.888772298,-1.237349398,-0.372141707,-0.947252747,-0.02755102,-0.320787746,-1.005981112,-1.030115425,-3.020172911,5.886596386,12.04874396,1.06043956,5.908163265,9.263676149,-1.325603358,-4.357692308,-0.018367347,0.330415755,-1.025078699,-2.730769231,0.181632653,-0.43916849,,,,,,,-3677.225079
133,211,Tower Hamlets,London,60.58871627,57.67340251,69.26829268,16.4591029,61.00306748,89.86252046,71.66721177,72.98282911,29.29429429,10.79385035,16.14284553,0.44591029,9.534509202,39.29623568,76.68397383,67.82585752,76.61042945,82.7086743,69.38757155,47.46437995,71.8351227,76.83306056,101564.3173,101356.8869,102240.8293,103906.438,101730.2147,99521.71849,3952.890433,59.7,56.8,68.6,15.5,60.7,89.9,70.7,72.1,24.7,22.8,30.4,2.8,18.9,54,75.7,64.3,76.4,82.7,68.3,45,71.6,76.8,,,,,,,39.1,-0.888716271,-0.873402512,-0.668292683,-0.959102902,-0.303067485,0.037479542,-0.967211774,-0.882829109,-4.594294294,12.00614965,14.25715447,2.35408971,9.365490798,14.70376432,-0.983973835,-3.52585752,-0.210429448,-0.008674304,-1.087571545,-2.464379947,-0.235122699,-0.033060556,,,,,,,-3913.790433
8,890,Blackpool,North West,44.86180014,30.4518664,52.99334812,1.443396226,33.15595075,86.96287703,58.03118356,61.56130404,16.42925659,1.076522593,7.72575388,0,0.948016416,23.16937355,60.36782424,41.51886792,57.34610123,75.13457077,49.172927,12.22169811,47.58276334,69.25058005,96786.61233,94310.70727,98166.82927,96484.85849,96806.40219,96827.30858,3692.955351,44,29.4,52.4,1.3,33.1,87,56.9,60.3,12.4,4.7,16.9,0,3.1,35,59.4,37.9,57.4,75.2,48.1,11.2,47.5,69.4,,,,,,,36.3,-0.861800142,-1.051866405,-0.593348115,-0.143396226,-0.055950752,0.03712297,-1.131183558,-1.26130404,-4.029256595,3.623477407,9.17424612,0,2.151983584,11.83062645,-0.967824238,-3.618867925,0.053898769,0.065429234,-1.072927002,-1.021698113,-0.082763338,0.149419954,,,,,,,-3656.655351
102,318,Richmond upon Thames,London,64.33308769,42.27405248,71.79487179,9.044776119,49.62063228,93.92110092,71.20707443,78.50110538,43.12715232,5.470174927,32.22167653,0,11.34442596,54.06055046,77.15254237,49.73880597,73.85524126,86.95779817,70.63006632,27.52238806,63.02995008,88.3706422,100766.1606,98393.03207,101583.0671,99787.23881,100626.4725,101255.1927,4159.572587,63.5,41.5,71.1,8.1,49.7,93.9,70.2,77.7,38.2,13.9,46.6,0,21.4,67.2,76.7,46.9,73.6,87.2,69.9,25.7,62.7,88.4,,,,,,,41.3,-0.833087693,-0.774052478,-0.694871795,-0.944776119,0.07936772,-0.021100917,-1.007074429,-0.80110538,-4.927152318,8.429825073,14.37832347,0,10.05557404,13.13944954,-0.452542373,-2.83880597,-0.255241265,0.242201835,-0.730066323,-1.82238806,-0.329950083,0.029357798,,,,,,,-4118.272587
68,888,Lancashire,North West,57.62849707,33.45297918,64.7108307,3.150159744,48.69254951,93.39707644,69.03690601,70.47535579,32.71744681,2.923040201,14.79405152,0.104153355,4.221785602,39.21375509,72.49489427,46.30670927,69.49418422,86.96812844,65.2868859,24.60766773,62.6832757,83.83968368,99733.35453,96545.48457,100664.837,98879.96166,99670.46841,100178.0901,4021.549409,56.8,31.8,64.4,2.8,48.6,93.2,67.7,69.1,23,8.3,27.5,0.2,11,51.6,71.1,41.5,69.2,86.8,64,22.1,62.6,83.8,,,,,,,39.5,-0.828497072,-1.652979182,-0.310830705,-0.350159744,-0.092549513,-0.197076444,-1.336906006,-1.375355793,-9.717446809,5.376959799,12.70594848,0.095846645,6.778214398,12.38624491,-1.394894267,-4.806709265,-0.294184219,-0.168128445,-1.286885905,-2.507667732,-0.083275699,-0.039683681,,,,,,,-3982.049409
94,931,Oxfordshire,South East,60.22783556,32.93468261,66.1971831,5.88603352,54.21712329,94.47395301,71.80485389,72.45501073,29.8666388,1.955197792,14.90751911,0.003351955,4.78390411,42.273238,75.01007099,53.10614525,73.22123288,86.85648621,71.13505035,27.45251397,70.90993151,89.8988764,100361.0781,96390.78197,101244.8089,98416.46927,100600.9486,100855.8938,4017.290738,59.4,31.7,65.7,5.5,53.8,94.5,70.9,71.5,26.1,8.1,30.2,0.1,13.5,58,74,49.5,73,86.9,70.2,25.8,70.7,90,,,,,,,39.7,-0.827835562,-1.234682613,-0.497183099,-0.38603352,-0.417123288,0.026046987,-0.904853888,-0.955010731,-3.766638796,6.144802208,15.29248089,0.096648045,8.71609589,15.726762,-1.010070992,-3.606145251,-0.221232877,0.04351379,-0.935050355,-1.652513966,-0.209931507,0.101123596,,,,,,,-3977.590738
135,384,Wakefield,Yorkshire & Humberside,59.0268178,35.80375783,67.39375705,6.701388889,55.1015873,94.6174812,70.6795687,69.99308819,25.12970376,1.383340292,12.49185784,0.079861111,3.221693122,39.5056391,74.77522809,52.89236111,73.37724868,88.70394737,66.38070224,29.56944444,68.3031746,82.27443609,99574.44291,97365.1357,100371.8691,99807.51736,99734.98413,99175.07519,3886.145977,58.2,34.7,66.8,6.1,55,94.5,69.6,69.1,21.8,7.1,27.2,0.5,11.3,53.4,73.8,49,73.4,88.5,65.6,27.5,68.3,82.3,,,,,,,38.4,-0.826817805,-1.103757829,-0.593757052,-0.601388889,-0.101587302,-0.117481203,-1.079568703,-0.893088195,-3.329703763,5.716659708,14.70814216,0.420138889,8.078306878,13.8943609,-0.97522809,-3.892361111,0.022751323,-0.203947368,-0.780702239,-2.069444444,-0.003174603,0.02556391,,,,,,,-3847.745977
69,383,Leeds,Yorkshire & Humberside,51.79446431,30.86734694,61.26178111,5.584143605,47.1358754,90.23938573,64.66216395,62.9188187,27.21397084,2.123796769,15.57163108,0.081525804,4.52443609,42.71996387,65.12885711,39.02393418,64.49946294,82.87262873,62.33690902,27.54749439,63.17910849,83.12195122,99018.26381,96217.52976,100293.8103,98696.97831,99029.15145,99355.72267,3816.9951,51,29.9,60.8,5.1,46.9,90.1,63.7,61.9,21.6,7.4,28.2,0.6,10.8,54.6,64.3,36.5,64.4,82.7,61.5,25.8,63.1,83,,,,,,,37.7,-0.794464309,-0.967346939,-0.461781112,-0.484143605,-0.235875403,-0.139385727,-0.962163952,-1.0188187,-5.613970838,5.276203231,12.62836892,0.518474196,6.27556391,11.88003613,-0.828857105,-2.523934181,-0.099462943,-0.172628726,-0.836909019,-1.74749439,-0.079108485,-0.12195122,,,,,,,-3779.2951
9,350,Bolton,North West,58.08293269,40.88345865,66.16607774,3.040772532,52.92719615,91.92765568,69.49549279,69.69951923,27.08270042,4.036766917,12.86491608,0,4.821901324,31.64194139,70.99519231,43.16738197,70.08483755,84.60714286,65.59044471,30.55793991,67.04211793,79.44047619,99354.96094,97300.54511,100294.7085,98987.23176,99704.13959,98937.34432,3909.930889,57.3,39.7,65.8,2.8,52.7,91.8,68.6,68.8,20.5,10.8,25.1,0,10.8,45.7,70.2,40.6,69.9,84.6,64.9,28.6,66.6,79.5,,,,,,,38.7,-0.782932692,-1.183458647,-0.366077739,-0.240772532,-0.227196149,-0.127655678,-0.895492788,-0.899519231,-6.582700422,6.763233083,12.23508392,0,5.978098676,14.05805861,-0.795192308,-2.567381974,-0.184837545,-0.007142857,-0.690444712,-1.957939914,-0.44211793,0.05952381,,,,,,,-3871.230889
89,928,Northamptonshire,East Midlands,52.58215962,30.03851091,58.33060556,3.959165943,46.42807367,90.13687026,65.06377152,65.08502869,26.6134916,3.205673941,15.04074959,0.026933102,6.24788452,42.79759251,66.58528951,47.5621199,64.7307118,79.70263041,62.79786124,23.06516073,63.28994525,82.2563531,99413.14945,96655.08344,100119.6383,99334.596,99577.80986,99228.24788,3850.255608,51.8,28.9,57.8,3.6,46.4,90.1,64.1,64.2,23.3,8.9,27.1,0.5,13.6,54.3,65.8,43.7,64.7,79.8,62,21.3,63.3,82.3,,,,,,,38,-0.782159624,-1.138510911,-0.530605565,-0.359165943,-0.028073668,-0.036870263,-0.963771518,-0.885028691,-3.313491604,5.694326059,12.05925041,0.473066898,7.35211548,11.50240749,-0.785289515,-3.862119896,-0.030711797,0.097369594,-0.797861242,-1.76516073,0.010054754,0.043646901,,,,,,,-3812.255608
85,813,North Lincolnshire,Yorkshire & Humberside,55.47722343,34.17190776,62.911485,2.869158879,55.12550607,93.13070539,68.8362256,66.53308026,24.21299094,2.182767296,11.80190929,0.018691589,4.398785425,41.40248963,71.32321041,44.61682243,71.82894737,88.04356846,65.42787419,21.56386293,70.62854251,83.65975104,99357.81453,96522.32704,100346.3277,97963.14642,99678.11741,99658.04979,3920.244035,54.7,33.1,62.4,2.6,55.1,93.2,67.8,65.6,20.5,8.3,24.8,0.6,11.6,53.5,70.5,41.6,72,88,64.6,19.9,70.6,83.6,,,,,,,38.7,-0.777223427,-1.071907757,-0.511485004,-0.269158879,-0.025506073,0.069294606,-1.036225597,-0.93308026,-3.712990937,6.117232704,12.99809071,0.581308411,7.201214575,12.09751037,-0.823210412,-3.01682243,0.171052632,-0.043568465,-0.827874187,-1.663862928,-0.02854251,-0.059751037,,,,,,,-3881.544035
65,382,Kirklees,Yorkshire & Humberside,56.76732566,36.90579084,63.43586767,7.080291971,50.09791123,90.03864091,68.80599609,68.85292201,30.86978193,2.31891962,14.19097504,0.035036496,3.889904265,36.12991339,70.77514664,56.65985401,68.70147955,79.95802798,66.4864219,32.45693431,65.37771976,83.04263824,100029.7784,98918.94555,100400.5398,101929.8102,100073.8468,99044.31712,3919.500326,56,35.6,63,6.5,50,89.9,67.8,68,21,7.6,25.6,0.4,9.8,47.7,69.8,52.8,68.5,79.9,65.6,30.5,65.2,83.1,,,,,,,38.8,-0.767325657,-1.305790838,-0.435867673,-0.580291971,-0.097911227,-0.138640906,-1.00599609,-0.852922007,-9.869781931,5.28108038,11.40902496,0.364963504,5.910095735,11.57008661,-0.975146643,-3.859854015,-0.201479547,-0.058027981,-0.886421899,-1.956934307,-0.177719756,0.057361759,,,,,,,-3880.700326
71,855,Leicestershire,East Midlands,57.26268698,32.28813559,62.19655115,4.492385787,50.63711615,91.48833113,69.46791556,67.11869146,20.13806903,1.24429661,6.814247447,0.010152284,2.476902537,20.8767063,68.81294562,43.95532995,66.24245661,83.62835755,66.10135607,25.30253807,66.07316422,83.05636284,99766.33161,95483.5339,100620.2344,99224.03046,100007.3591,99599.20299,3938.039983,56.5,31.3,61.6,4.2,50.6,91.5,68.7,66.4,16.9,5.7,19.2,0.1,8.8,38.1,68.1,41,66.2,83.7,65.3,23.8,65.9,83.1,,,,,,,39,-0.762686984,-0.988135593,-0.596551147,-0.292385787,-0.037116155,0.011668868,-0.76791556,-0.718691458,-3.238069035,4.45570339,12.38575255,0.089847716,6.323097463,17.2232937,-0.712945617,-2.955329949,-0.042456609,0.071642448,-0.801356074,-1.502538071,-0.173164219,0.043637164,,,,,,,-3899.039983
151,816,York,Yorkshire & Humberside,63.04477612,30.14184397,69.70567121,4.154205607,56.2701005,95.63166667,71.61253731,73.60537313,35.20761246,2.882765957,22.37676956,0.08411215,8.474874372,53.345,75.47283582,51.74766355,72.14070352,87.76333333,68.38089552,23.29439252,67.13316583,85.95166667,100944.0657,97507.12766,101645.8004,99975.28037,101409.4221,100667.0833,4110.083582,62.3,28.9,69.3,3.8,56.3,95.5,70.6,72.7,32.7,9.9,37.5,0.4,18.3,65.7,74.6,47.2,72.2,87.7,67.7,21,67,86,,,,,,,40.6,-0.744776119,-1.241843972,-0.405671213,-0.354205607,0.029899497,-0.131666667,-1.012537313,-0.905373134,-2.507612457,7.017234043,15.12323044,0.31588785,9.825125628,12.355,-0.872835821,-4.547663551,0.059296482,-0.063333333,-0.680895522,-2.294392523,-0.133165829,0.048333333,,,,,,,-4069.483582
41,308,Enfield,London,60.44165758,47.932726,68.40696118,10.44073456,57.89036353,95.19489982,69.47546347,75.50327154,34.11754587,7.367498248,22.58875948,0.035058431,8.079630698,52.70765027,80.9912759,67.15859766,80.91286786,89.39253188,69.7742639,38.45075125,68.9457588,87.12021858,101612.3582,101069.8388,101971.7537,103248.0801,101555.4645,100808.5064,3996.466739,59.7,47,67.8,9.8,57.9,95.3,68.6,74.6,28.3,16.7,35.8,0.3,17.2,65,80.1,63.5,80.7,89.4,69,36.8,69.1,87.1,,,,,,,39.5,-0.741657579,-0.932725999,-0.606961178,-0.640734558,0.009636469,0.105100182,-0.875463468,-0.903271538,-5.817545872,9.332501752,13.21124052,0.264941569,9.120369302,12.29234973,-0.8912759,-3.658597663,-0.212867859,0.007468124,-0.774263904,-1.650751252,0.1542412,-0.020218579,,,,,,,-3956.966739
124,935,Suffolk,Eastern England,52.43117381,28.43853821,58.66114562,2.850702143,50.40626646,92.55302638,63.47506132,65.5655492,26.0493624,1.689654485,10.9419686,0.012564671,4.617430226,35.89032592,69.77827746,49.43237251,70.13059505,83.48370409,62.99414009,22.55062823,65.5221169,85.88566994,100085.8027,96929.46844,100907.6501,98972.83075,100533.128,100021.7848,3829.003816,51.7,27.4,58.2,2.6,50.2,92.5,62.6,64.8,20.1,6.3,23.8,0.1,11.7,51.8,68.9,46.2,70.1,83.5,62.2,21.2,65.5,85.8,,,,,,,37.8,-0.731173812,-1.038538206,-0.461145618,-0.250702143,-0.206266456,-0.053026384,-0.875061325,-0.765549196,-5.949362402,4.610345515,12.8580314,0.087435329,7.082569774,15.90967408,-0.87827746,-3.232372506,-0.03059505,0.016295913,-0.794140093,-1.350628234,-0.022116904,-0.085669943,,,,,,,-3791.203816
100,317,Redbridge,London,68.82838789,51.91441441,75.13649727,12.26578947,63.56177474,95.7885763,77.13643316,77.86356684,39.1629681,7.826655405,21.4448593,0.234210526,7.675085324,43.59761296,80.27194861,62.08421053,76.99795222,90.24040921,78.05078006,44.94210526,76.56791809,91.02642796,102154.7048,101176.4527,102530.294,103436.3947,102522.0683,101264.9275,4223.784032,68.1,50.9,74.5,11,63.6,95.8,76.6,77.1,32.5,19.8,37.3,1.9,19.6,59.5,79.5,57.4,76.9,90.1,77.6,42.2,76.5,91,,,,,,,41.9,-0.728387886,-1.014414414,-0.63649727,-1.265789474,0.038225256,0.0114237,-0.53643316,-0.76356684,-6.6629681,11.97334459,15.8551407,1.665789474,11.92491468,15.90238704,-0.771948608,-4.684210526,-0.097952218,-0.140409207,-0.450780055,-2.742105263,-0.067918089,-0.026427962,,,,,,,-4181.884032
2,370,Barnsley,Yorkshire & Humberside,47.80570942,26.59430122,57.51552795,2.79954955,44.98477564,87.41720779,57.88495952,60.51555177,17.68431373,0.87963365,5.681024845,0,1.141025641,21.78246753,64.04090328,41.83558559,64.76923077,78.26948052,51.04644227,13.53153153,53.90064103,72.59902597,97979.79122,95490.31208,99119.23602,96846.26126,98332.58013,98092.15909,3606.565829,47.1,25.7,57.2,2.5,44.9,87.3,57.2,59.5,12.5,4.6,16.2,0,5.2,37.2,63.2,39.9,64.8,78.2,50.6,13.4,53.9,72.7,,,,,,,35.6,-0.705709416,-0.894301221,-0.31552795,-0.29954955,-0.084775641,-0.117207792,-0.684959523,-1.015551768,-5.184313725,3.72036635,10.51897516,0,4.058974359,15.41753247,-0.840903281,-1.935585586,0.030769231,-0.069480519,-0.446442267,-0.131531532,-0.000641026,0.100974026,,,,,,,-3570.965829
13,304,Brent,London,60.7018763,49.23629829,67.93201133,13.80679406,61.75040128,96.27342747,70.6695622,72.76650452,37.97279885,10.66831986,24.19738244,0.420382166,14.61075441,58.67394095,79.88846421,66.50530786,78.96950241,91.12708601,73.35580264,45.6433121,73.86436597,89.40949936,102600.3648,101326.6936,103467.6601,103757.2611,102744.4703,101897.2786,4059.034051,60,48.4,67.5,13.2,61.7,96.3,69.8,71.9,31.8,21.1,38.6,2.6,24.9,69,79.5,62.8,78.9,91.2,72.9,43.3,73.9,89.5,,,,,,,40.2,-0.701876303,-0.836298293,-0.432011331,-0.606794055,-0.050401284,0.026572529,-0.869562196,-0.866504517,-6.172798855,10.43168014,14.40261756,2.179617834,10.28924559,10.32605905,-0.388464211,-3.705307856,-0.069502408,0.072913992,-0.455802641,-2.343312102,0.035634029,0.090500642,,,,,,,-4018.834051
114,803,South Gloucestershire,South West,54.6957672,30.78512397,59.2519685,3.315656566,46.52886978,90.87672689,68.16335979,67.04166667,26.1199262,1.163553719,11.51456299,0.045454545,3.974201474,33.98512221,66.95072751,39.99747475,64.2960688,82.63655685,64.24404762,22.77020202,63.17444717,83.62699256,99105.6713,95187.27273,99854.32677,97640.37879,99291.13636,99398.8204,3916.170635,54,30,58.6,3.1,46.5,90.7,67.3,66.1,21.7,6,24.7,0.9,11.3,49.6,66.1,37.3,64.2,82.6,63.7,21.7,63.1,83.4,,,,,,,38.8,-0.695767196,-0.785123967,-0.651968504,-0.215656566,-0.028869779,-0.176726886,-0.863359788,-0.941666667,-4.419926199,4.836446281,13.18543701,0.854545455,7.325798526,15.61487779,-0.850727513,-2.697474747,-0.096068796,-0.036556854,-0.544047619,-1.07020202,-0.074447174,-0.226992561,,,,,,,-3877.370635
34,371,Doncaster,Yorkshire & Humberside,50.09036145,33.43403827,57.19810915,3.490797546,41.54929577,87.58959538,64.97349398,63.46927711,19.89548694,1.149133938,7.101422432,0,2.061032864,20.28034682,63.68072289,41.34560327,61.81690141,77.46917148,58.90662651,22.75869121,57.93251174,76.90077071,97642.94277,94960.47331,98785.38891,97211.55419,97799.3662,97581.62813,3749.677711,49.4,32.6,56.7,3.3,41.6,87.6,64.1,62.4,13,4.4,16.7,0,5.8,32,62.8,38.8,61.8,77.5,58,21.3,58,76.9,,,,,,,37.1,-0.690361446,-0.834038268,-0.498109153,-0.190797546,0.050704225,0.010404624,-0.873493976,-1.069277108,-6.895486936,3.250866062,9.598577568,0,3.738967136,11.71965318,-0.880722892,-2.545603272,-0.016901408,0.030828516,-0.906626506,-1.458691207,0.067488263,-0.000770713,,,,,,,-3712.577711
