Address,Latitude,Longitude,Easting,Northing
CV6 2AJ,52.430573,-1.543092,431163,281497
CV1 4JN,52.413876,-1.508935,433498,279655
CV3 2QD,52.394728,-1.459563,436872,277549
CV3 2QD,52.394728,-1.459563,436872,277549
CV3 6EA,52.382208,-1.527563,432254,276124
CV6 6BB,52.453408,-1.480021,435433,284066
CV2 2RH,52.437568,-1.444418,437866,282322
CV2 3JS,52.424426,-1.47223,435986,280846
CV6 4GL,52.449075,-1.520403,432692,283565
CV2 3DN,52.419842,-1.464521,436514,280340
CV1 5LY,52.413113,-1.502754,433919,279573
CV2 4JW,52.413786,-1.475312,435785,279661
CV4 9PW,52.403397,-1.589953,427994,278455
CV4 8DY,52.390524,-1.569926,429365,277031
CV3 4BD,52.386452,-1.48667,435034,276615
CV4 8DY,52.390524,-1.569926,429365,277031
CV5 7FF,52.413488,-1.591182,427904,279577
DY1 3BY,52.519531,-2.102027,393174,291299
DY1 3JE,52.512825,-2.090106,393982,290552
WV14 9JW,52.544371,-2.089389,394035,294061
DY6 8QG,52.490639,-2.151386,389818,288091
DY3 1SN,52.541181,-2.118621,392052,293709
B63 3SL,52.452805,-2.050591,396659,283873
DY3 2JH,52.525725,-2.129811,391290,291991
DY3 1BP,52.533423,-2.10977,392651,292845
DY2 0PB,52.493049,-2.0879,394129,288352
DY1 2DU,52.504588,-2.10463,392995,289637
DY6 7AD,52.499824,-2.166591,388788,289115
B62 8PJ,52.460607,-2.027037,398260,284740
DY8 1QX,52.45075,-2.144245,390294,283653
DY9 7HS,52.450069,-2.126468,391502,283575
DY8 1JX,52.454262,-2.139356,390627,284043
DY8 3NQ,52.457565,-2.170831,388489,284415
DY6 9XE,52.495362,-2.180508,387842,288621
DY5 2NU,52.467834,-2.116951,392152,285550
B63 4BB,52.451569,-2.058874,396096,283736
DY8 5SP,52.479691,-2.149935,389914,286873
DY4 7NR,52.531673,-2.051684,396591,292646
B68 9PA,52.48339,-1.991975,400642,287274
B70 9UW,52.525679,-2.012249,399266,291978
B67 7JG,52.497918,-1.987392,400953,288890
B68 8NE,52.480891,-2.009248,399469,286996
B64 6QU,52.477387,-2.062015,395885,286608
B69 2HE,52.509985,-2.039886,397390,290233
B68 0RG,52.467046,-2.009951,399421,285456
B71 2BX,52.538589,-1.996507,400334,293414
B43 7SD,52.553023,-1.94667,403713,295021
DY4 0BZ,52.549303,-2.050569,396668,294607
B65 9AN,52.483382,-2.046356,396949,287274
B71 4LG,52.507812,-1.966644,402361,289991
B66 4ND,52.484221,-1.964762,402490,287367
WS10 9QS,52.56305,-2.006049,399687,296135
WS10 0DR,52.548235,-2.00357,399855,294487
WS10 0DR,52.548235,-2.00357,399855,294487
WS10 9QU,52.563616,-2.003689,399847,296198
B91 1SN,52.406182,-1.797309,413886,278705
B93 0PT,52.383534,-1.741259,417708,276198
B37 6NU,52.487667,-1.746142,417335,287780
B37 5JS,52.475218,-1.755371,416713,286393
CV7 7FW,52.385452,-1.648287,424035,276438
B37 5GA,52.483902,-1.751126,416998,287360
B92 7ER,52.428582,-1.811869,412889,281194
B90 2PZ,52.400292,-1.830905,411602,278044
B91 2HW,52.425492,-1.777264,415243,280857
B92 8EJ,52.448079,-1.789392,414411,283367
B36 9HF,52.511494,-1.764924,416051,290426
B91 3NZ,52.405439,-1.78886,414461,278624
B36 0UE,52.498518,-1.746212,417326,288987
B91 3PD,52.404547,-1.793024,414178,278524
WS9 0BG,52.597745,-1.925431,405148,299997
WS9 0RF,52.562543,-1.915459,405828,296082
WS3 2PA,52.620176,-2.03043,398037,302490
WS1 2ND,52.581126,-1.975798,401737,298146
WS8 7QG,52.654744,-1.931218,404750,306337
WS10 8QJ,52.569979,-2.050608,396667,296907
WS5 4PG,52.564918,-1.981236,401369,296343
WS2 7NR,52.609427,-2.016054,399010,301294
WV12 4QZ,52.601569,-2.05249,396542,300421
WS1 2PG,52.578508,-1.967004,402333,297855
WS4 2AE,52.589747,-1.975882,401731,299105
WS9 0RN,52.599185,-1.913617,405948,300158
WV14 7BL,52.573465,-2.056972,396236,297295
WS4 1BW,52.623109,-1.950353,403458,302817
WS9 9PA,52.634969,-1.921186,405431,304138
B74 2EX,52.568107,-1.882223,408080,296704
WS3 3LX,52.62356,-1.998775,400180,302866
WS1 1RL,52.582485,-1.982011,401316,298297
WS2 9UA,52.582135,-2.009786,399434,298258
WV12 4BD,52.59817,-2.026709,398288,300042
WV8 1RT,52.617821,-2.162992,389062,302240
WV4 5DG,52.561173,-2.13648,390845,295935
WV11 2QE,52.6125,-2.054098,396434,301637
WV1 2BH,52.585384,-2.088661,394090,298623
WV11 1RD,52.600262,-2.099026,393390,300279
WV4 4NT,52.565956,-2.177419,388071,296473
WV6 8XG,52.597634,-2.184722,387585,299998
WV10 8BY,52.617163,-2.109581,392678,302160
WV14 6LU,52.57582,-2.073266,395132,297558
WV10 6SE,52.622815,-2.137543,390786,302792
WV10 8BL,52.610916,-2.108428,392755,301465
WV3 9DU,52.586399,-2.164469,388954,298745
WV3 9DU,52.586399,-2.164469,388954,298745
WV3 8HU,52.580975,-2.185228,387546,298145
WV14 0LN,52.561873,-2.078273,394791,296007
WV11 3ES,52.603294,-2.071791,395235,300614
WV6 0BY,52.590978,-2.155984,389530,299253
L33 8XF,53.485461,-2.884247,341422,399113
L26 1UU,53.362307,-2.839168,344252,385376
L36 6DG,53.41136,-2.833891,344667,390829
L32 9PP,53.473032,-2.892335,340868,397737
L34 3NB,53.430967,-2.811352,346190,392993
L36 6DG,53.41136,-2.833891,344667,390829
L35 2XG,53.418522,-2.786528,347824,391590
L6 7UR,53.417724,-2.944953,337294,391629
L4 6SH,53.446175,-2.961635,336228,394809
L9 9AF,53.462179,-2.954451,336729,396583
L7 3EA,53.406759,-2.960565,336240,390423
L8 3SB,53.386972,-2.949564,336942,388212
L8 3TF,53.384747,-2.956957,336447,387971
L15 9EE,53.392996,-2.916089,339177,388853
L13 5UQ,53.41026,-2.903507,340038,390763
L12 9HJ,53.424406,-2.88942,340994,392325
L18 3HS,53.382579,-2.901763,340115,387682
L12 9HZ,53.423486,-2.889928,340959,392223
L15 6XZ,53.399117,-2.899526,340287,389520
L11 4SG,53.447475,-2.906872,339867,394906
L19 5NY,53.355378,-2.892249,340710,384648
L10 1LB,53.469907,-2.921511,338927,397414
L25 2RW,53.390992,-2.861657,342794,388585
L13 0AE,53.428197,-2.918351,339077,392771
L15 6UZ,53.395996,-2.903295,340032,389176
L18 8BG,53.381631,-2.923482,338669,387595
L1 0BS,53.394749,-2.978296,335043,389103
L5 0SQ,53.424152,-2.968316,335751,392365
L5 5AF,53.425474,-2.978204,335096,392521
L24 2RZ,53.34386,-2.838145,344296,383323
L12 1LF,53.424816,-2.910287,339608,392388
L25 6EG,53.382667,-2.880281,341544,387674
L17 3AL,53.388278,-2.939023,337645,388348
L11 9DQ,53.451063,-2.910231,339649,395308
L25 7TN,53.371775,-2.866424,342451,386451
L17 6AB,53.36867,-2.929123,338275,386158
L1 0BS,53.394749,-2.978296,335043,389103
L8 9SJ,53.378736,-2.958807,336315,387304
L13 7HQ,53.42581,-2.927073,338494,392513
WA10 6PN,53.466615,-2.751129,350233,396915
WA10 4QH,53.455486,-2.769637,348991,395690
WA11 0JG,53.466541,-2.67938,354996,396859
WA12 0AQ,53.462852,-2.625699,358556,396416
WA11 8NY,53.508566,-2.78447,348071,401606
L35 6NY,53.411299,-2.753809,349990,390763
WA11 9BB,53.458148,-2.706776,353168,395943
WA9 3HE,53.443631,-2.700724,353554,394324
WA9 5AU,53.428486,-2.72904,351656,392658
PR8 3DT,53.612445,-3.02282,332430,413363
L23 9YB,53.491449,-3.004561,333448,399885
PR8 4EX,53.625543,-3.002376,333803,414801
L31 6DE,53.512775,-2.939934,337767,402199
L37 3HW,53.560692,-3.068645,329312,407650
PR8 2LT,53.622488,-3.027689,332124,414485
L20 6AQ,53.462974,-2.983825,334780,396698
L20 9NU,53.448484,-2.975058,335340,395078
L23 4UL,53.500275,-3.007876,333242,400870
L21 0DB,53.480313,-2.984995,334729,398628
L31 7AW,53.506309,-2.950527,337055,401489
L31 3DZ,53.509356,-2.93348,338190,401813
PR8 6JS,53.638691,-2.974389,335674,416238
L37 2YN,53.545741,-3.078938,328605,405997
L23 5TF,53.486977,-3.022104,332277,399404
L30 7PQ,53.493986,-2.967269,335926,400133
L23 7UL,53.496989,-3.030621,331728,400526
L30 2NA,53.474887,-2.976974,335253,398017
PR9 9TF,53.669516,-2.97507,335676,419668
CH63 2PS,53.35278,-3.014879,332544,384468
CH43 1TY,53.387882,-3.050252,330247,388407
CH48 8GG,53.367594,-3.162636,322736,386266
CH48 6EQ,53.374855,-3.158234,323042,387069
CH45 8PJ,53.418694,-3.06669,329205,391851
CH45 4RJ,53.422606,-3.050205,330307,392270
CH61 6XN,53.342492,-3.110208,326181,383418
CH61 6XN,53.342492,-3.110208,326181,383418
CH42 6RR,53.367978,-3.026677,331783,386170
CH43 9EB,53.380298,-3.073187,328709,387586
CH43 1UQ,53.389979,-3.048875,330342,388639
CH63 7LF,53.359264,-3.007054,333075,385182
CH45 3LN,53.423798,-3.064846,329336,392417
CH62 8EH,53.310809,-2.97627,335050,379763
CH43 4UY,53.390542,-3.041084,330861,388694
CH49 6LJ,53.385474,-3.09999,326935,388189
CH46 1RB,53.41216,-3.09442,327351,391152
CH44 3HS,53.414354,-3.057373,329817,391359
CH48 5DP,53.378034,-3.185094,321261,387452
CH63 3AQ,53.348068,-3.012994,332662,383942
CH63 3AF,53.348837,-3.014484,332564,384029
CH49 7NG,53.374775,-3.077542,328410,386976
BL3 6TQ,53.566172,-2.440949,370893,407819
BL2 4HU,53.593327,-2.386101,374542,410819
BL2 3BP,53.602156,-2.40962,372991,411810
BL1 3JN,53.593725,-2.444923,370649,410886
BL3 3HH,53.555811,-2.447468,370454,406669
BL4 0DH,53.550481,-2.412335,372778,406062
BL4 8HY,53.539575,-2.386532,374481,404839
BL3 4NG,53.5676,-2.474258,368688,407992
BL3 1BT,53.561866,-2.383882,374670,407318
BL4 0HU,53.555193,-2.422253,372124,406590
BL6 7RU,53.610333,-2.549176,363763,412782
BL4 9RU,53.545819,-2.416923,372471,405545
BL6 6HW,53.586491,-2.528398,365118,410119
BL1 8SN,53.607237,-2.424223,372028,412381
BL1 6JS,53.599904,-2.453435,370090,411577
BL1 6PQ,53.601351,-2.443703,370735,411734
BL7 9LT,53.61401,-2.412713,372794,413130
BL5 3BZ,53.548627,-2.51709,365836,405901
BL9 7QT,53.594578,-2.274655,381919,410924
BL9 0TS,53.58599,-2.302515,380071,409976
BL9 8LP,53.561038,-2.272732,382032,407192
BL9 9NH,53.58275,-2.307597,379733,409617
BL8 1RN,53.600712,-2.326858,378467,411621
M25 0PH,53.524968,-2.276738,381751,403180
M25 2GR,53.540316,-2.27038,382179,404886
M45 7PH,53.546305,-2.299485,380253,405560
M25 1JZ,53.534255,-2.279726,381557,404214
M26 2SZ,53.563007,-2.32314,378694,407425
BL9 0TZ,53.58909,-2.306495,379809,410322
M25 1JH,53.526617,-2.266793,382411,403361
BL8 3LY,53.612887,-2.338001,377736,412979
BL0 9QZ,53.635303,-2.331738,378162,415471
M8 5UF,53.512391,-2.23576,384463,401771
M20 6BX,53.415435,-2.220073,385470,390981
M19 1ER,53.42846,-2.204879,386484,392427
M18 7DT,53.450511,-2.175157,388465,394875
M21 7SL,53.436368,-2.265188,382480,393320
M9 0WQ,53.529673,-2.222747,385332,403691
M11 3DS,53.478304,-2.197345,387000,397971
M8 5DY,53.516498,-2.245118,383844,402230
M19 1FS,53.437265,-2.196056,387073,393405
M19 1FS,53.437265,-2.196056,387073,393405
M21 7SW,53.434016,-2.263443,382595,393058
M14 4PX,53.457806,-2.23475,384510,395698
M40 8NT,53.501897,-2.214204,385889,400599
M9 7SS,53.526858,-2.181657,388055,403370
M9 7SS,53.526858,-2.181657,388055,403370
M4 5AW,53.483846,-2.229634,384859,398594
M22 9RH,53.380767,-2.272103,381997,387136
M23 9BP,53.402101,-2.296485,380385,389516
M23 2SX,53.383055,-2.289151,380864,387395
M9 0RP,53.536054,-2.218631,385607,404400
M20 5PG,53.407992,-2.22044,385443,390153
M40 0EW,53.518174,-2.176341,388405,402403
M23 2YS,53.384569,-2.279675,381495,387561
M12 4WB,53.459431,-2.195796,387097,395871
M15 6HP,53.465413,-2.23791,384303,396545
M16 8GW,53.442431,-2.246076,383752,393990
M16 8PR,53.445814,-2.248595,383586,394367
M18 8RL,53.465131,-2.1519,390013,396498
OL9 9QY,53.539098,-2.150943,390094,404727
OL1 3SQ,53.546039,-2.107428,392979,405494
OL9 8EA,53.523726,-2.15944,389527,403018
OL2 7HS,53.581631,-2.109513,392847,409454
M35 9HA,53.50768,-2.146322,390393,401231
OL9 6AA,53.542629,-2.11996,392148,405116
OL8 3EP,53.522476,-2.111878,392680,402873
OL9 0BN,53.556398,-2.152755,389978,406652
OL8 4JZ,53.521502,-2.13266,391302,402767
OL2 5BF,53.560753,-2.125763,391767,407133
OL9 0LS,53.545332,-2.153636,389917,405421
OL2 6NT,53.56691,-2.106726,393029,407816
OL3 6BU,53.551471,-2.003645,399856,406093
OL4 3NY,53.549356,-2.070852,395403,405860
M24 2GL,53.563896,-2.18331,387956,407491
OL12 6LD,53.625694,-2.168791,388934,414364
OL16 3DR,53.608735,-2.104716,393169,412469
OL10 2AA,53.586341,-2.224828,385214,409996
OL16 4XA,53.603927,-2.138586,390927,411938
OL11 3LU,53.601028,-2.188518,387622,411623
M24 2GT,53.547453,-2.179602,388197,405661
OL11 5EF,53.618219,-2.184921,387865,413535
M24 6XN,53.566789,-2.2012,386772,407816
OL16 4RX,53.590301,-2.139055,390893,410422
OL10 2NT,53.582248,-2.217057,385727,409539
OL12 9RD,53.641734,-2.128439,391606,416143
M6 6QT,53.495194,-2.278564,381617,399868
M5 5JH,53.489462,-2.310146,379519,399239
M7 4FF,53.510033,-2.259029,382919,401514
M6 8RD,53.493216,-2.304356,379905,399655
M30 9BP,53.492448,-2.332792,378018,399578
M28 0SY,53.523475,-2.411213,372835,403057
M44 5ZR,53.43556,-2.431166,371453,393284
M27 0BH,53.507913,-2.346875,377092,401303
M50 3UQ,53.475811,-2.283725,381266,397713
M27 9QP,53.519665,-2.357725,376379,402614
M28 3SH,53.520929,-2.406694,373133,402772
M30 7JF,53.482126,-2.367806,375689,398441
M30 7PQ,53.478655,-2.379589,374905,398059
M27 6JU,53.516624,-2.340416,377525,402270
M28 7JB,53.514155,-2.383782,374648,402010
SK7 2JT,53.366822,-2.152406,389956,385561
SK8 7JY,53.36423,-2.186553,387683,385278
SK6 3BU,53.413363,-2.104475,393153,390733
SK7 5JX,53.370646,-2.135,391115,385984
SK8 4QX,53.386983,-2.226631,385024,387817
SK6 6LB,53.398095,-2.088993,394180,389033
SK4 3HP,53.417808,-2.199562,386834,391241
SK5 7HD,53.437229,-2.153381,389908,393394
SK4 2QP,53.42204,-2.171428,388705,391707
SK8 6PZ,53.359861,-2.198269,386902,384794
SK3 0UP,53.399856,-2.183746,387880,389241
SK2 6BW,53.391378,-2.139051,390850,388291
SK1 3TZ,53.402942,-2.156686,389680,389580
SK6 3BX,53.41275,-2.106369,393027,390665
SK14 5NJ,53.440788,-2.0648,395793,393781
SK16 5AP,53.47189,-2.077336,394964,397242
SK16 5BL,53.469404,-2.071216,395370,396965
M34 5NB,53.466687,-2.119112,392190,396667
SK15 3RR,53.486614,-2.038331,397554,398878
M34 3NG,53.458657,-2.122795,391944,395774
M43 6QD,53.48231,-2.157115,389671,398410
M43 6AB,53.475118,-2.151318,390054,397609
SK14 4SP,53.460948,-2.082015,394652,396025
SK14 8LW,53.463816,-1.998726,400182,396341
OL5 9DJ,53.517897,-2.025902,398380,402358
OL6 8RF,53.504523,-2.083215,394578,400873
OL6 8BH,53.509219,-2.077178,394979,401395
M34 6AF,53.451097,-2.114325,392505,394932
SK15 1LX,53.486521,-2.065834,395729,398869
WA15 8QW,53.384423,-2.323454,378583,387557
WA14 2RS,53.376479,-2.351247,376730,386682
WA14 2NL,53.381216,-2.360471,376119,387212
M33 5BP,53.419453,-2.338992,377568,391459
WA15 8HT,53.386143,-2.341569,377379,387754
M31 4BU,53.412231,-2.432058,371378,390689
M41 5DR,53.449685,-2.371094,375452,394833
WA14 4AH,53.388263,-2.357253,376337,387995
M32 9PL,53.453684,-2.331555,378080,395265
WA15 0HE,53.371352,-2.320484,378774,386102
M41 9PD,53.449119,-2.334576,377877,394758
M33 3NH,53.418117,-2.315028,379160,391303
M33 3JR,53.414197,-2.304738,379842,390864
M32 8JB,53.443696,-2.298265,380286,394144
M32 0XA,53.457208,-2.293706,380595,395646
M41 5UG,53.450552,-2.361044,376120,394926
M41 6AP,53.447727,-2.39577,373812,394624
WA15 7RH,53.392788,-2.334239,377870,388491
WN5 0DQ,53.541597,-2.686934,354575,405214
M46 9JP,53.525787,-2.487216,367798,403346
WN7 2LU,53.493756,-2.490677,367544,399784
WN4 9PQ,53.481379,-2.640679,357580,398486
WN4 9TP,53.493616,-2.644978,357307,399850
WN1 1HQ,53.54764,-2.637771,357839,405856
M29 8JN,53.513924,-2.477956,368403,402022
WA3 3EL,53.480827,-2.587162,361131,398394
WN3 5NY,53.52331,-2.635701,357952,403148
WN2 4LG,53.532781,-2.562686,362801,404161
WA3 1DU,53.475477,-2.545821,363870,397777
WN1 3HD,53.54636,-2.611024,359610,405698
WN4 9PF,53.482534,-2.639852,357636,398614
WN6 7RN,53.558107,-2.653673,356796,407030
M29 7EE,53.495101,-2.46463,369273,399922
WN5 8NU,53.541204,-2.700509,353675,405179
WN6 8AB,53.579895,-2.684247,354794,409473
WN6 0NX,53.592695,-2.672942,355556,410890
WN7 5NL,53.514669,-2.529479,364987,402129
WN1 1RP,53.548937,-2.633806,358103,405998
S70 3DL,53.538873,-1.45202,436414,404831
S71 3EW,53.5875,-1.448189,436626,410243
S75 5EF,53.58242,-1.548504,429989,409631
S63 9EW,53.528906,-1.30526,446151,403807
S71 2LF,53.57861,-1.45785,435994,409249
S70 6PD,53.552088,-1.503923,432964,406276
S74 9HX,53.500075,-1.453199,436369,400514
S73 8FE,53.530731,-1.396442,440105,403955
S36 7BX,53.533952,-1.637552,424121,404205
S72 8RE,53.581137,-1.39793,439959,409562
DN3 2DA,53.540081,-1.059732,462410,405237
DN7 6JH,53.574338,-1.008667,465741,409094
DN4 8ND,53.498543,-1.140821,457092,400548
DN4 8ND,53.498543,-1.140821,457092,400548
DN6 9AS,53.625093,-1.186955,453871,414591
DN2 5QD,53.533919,-1.08339,460851,404531
DN12 3JY,53.483676,-1.238999,450597,398820
DN5 9DD,53.546179,-1.172002,454962,405823
DN1 2HY,53.522748,-1.124493,458142,403254
DN9 3HG,53.492942,-1.023514,464882,400025
DN3 2JY,53.551303,-1.074064,461444,406473
DN3 3QF,53.508209,-1.059925,462444,401691
S64 9SD,53.502097,-1.293607,446953,400832
DN6 7SF,53.566483,-1.191582,453639,408067
DN5 7UB,53.540346,-1.18787,453918,405162
DN11 0BZ,53.467577,-1.065312,462146,397166
DN12 1HH,53.473544,-1.1855,454160,397732
DN8 5BY,53.61273,-0.951839,469441,413419
DN4 5JW,53.509774,-1.112953,458925,401820
S26 4SF,53.368568,-1.322824,445156,385958
S60 5EJ,53.402112,-1.37692,441524,389657
S65 2SN,53.433286,-1.340385,443921,393147
S25 2NZ,53.373769,-1.204253,453039,386618
S66 8AB,53.423832,-1.207578,452756,392185
S60 2UH,53.416345,-1.345718,443584,391259
S62 7GA,53.465942,-1.348496,443349,396775
S62 7GA,53.465942,-1.348496,443349,396775
S65 3BE,53.423924,-1.32342,445058,392116
S63 7PQ,53.492263,-1.337632,444043,399710
S64 8JW,53.483031,-1.321395,445130,398693
S65 4BJ,53.450862,-1.296686,446805,395130
S26 5QQ,53.343381,-1.273852,448443,383188
S63 7NW,53.496718,-1.34017,443870,400204
S66 1JL,53.421869,-1.273434,448382,391920
S61 4AU,53.448848,-1.382922,441080,394853
S61 2BD,53.43429,-1.399525,439991,393224
S2 2RJ,53.372939,-1.458931,436096,386367
S12 3BP,53.3403,-1.39697,440249,382769
S35 0AE,53.423811,-1.544091,430394,391987
S5 8NH,53.427332,-1.486007,434251,392405
S13 8SS,53.358758,-1.390534,440660,384826
S35 9WD,53.450432,-1.465325,435606,394985
S4 8GB,53.407258,-1.447304,436840,390191
S5 0SD,53.426306,-1.445417,436949,392311
S6 5HG,53.398271,-1.520512,431980,389156
S6 5HG,53.398271,-1.520512,431980,389156
S13 9HJ,53.369545,-1.373322,441795,386036
S11 7LH,53.357807,-1.521281,431959,384654
S5 6AG,53.420312,-1.432419,437818,391651
S17 3QU,53.318588,-1.536701,430961,380284
S10 2PW,53.376219,-1.495747,433644,386714
S8 8BR,53.326353,-1.469459,435434,381179
S8 9JP,53.347235,-1.46172,435932,383506
S8 9JP,53.347235,-1.46172,435932,383506
S10 3BT,53.37165,-1.519082,432095,386195
S13 8SS,53.358758,-1.390534,440660,384826
S5 8UL,53.412797,-1.483941,434400,390789
S2 1SN,53.374526,-1.418012,438817,386565
S12 2SF,53.357515,-1.431916,437907,384665
S11 9QH,53.351196,-1.529047,431447,383915
S36 1FD,53.478059,-1.597241,426828,398001
S10 5RG,53.375384,-1.522076,431893,386609
S1 4QF,53.375237,-1.468387,435465,386618
S20 1HQ,53.337888,-1.340191,444032,382534
S35 8NN,53.435385,-1.485925,434250,393301
BD12 8AL,53.742567,-1.771611,415161,427378
BD16 1EE,53.841243,-1.829099,411343,438346
BD9 6ND,53.818631,-1.812498,412442,435833
BD9 6NA,53.8199,-1.813449,412379,435974
BD16 2RS,53.85579,-1.846036,410225,439962
BD4 7QJ,53.777002,-1.729149,417947,431219
BD9 6RB,53.80375,-1.797198,413454,434180
BD1 2DX,53.793796,-1.760752,415858,433080
BD6 3PX,53.765141,-1.794001,413677,429885
BD3 0DU,53.802081,-1.738674,417309,434007
BD8 0DH,53.798933,-1.80879,412692,433642
BD5 7RR,53.780585,-1.757185,416098,431611
BD5 0BE,53.786274,-1.761569,415807,432243
BD5 0BE,53.786274,-1.761569,415807,432243
BD3 0LT,53.805647,-1.745971,416827,434402
BD5 9ET,53.774027,-1.777343,414772,430877
BD2 1JP,53.819735,-1.743273,416999,435970
BD20 6LH,53.876092,-1.916415,405593,442213
LS29 8TR,53.921814,-1.813924,412318,447313
BD10 9AQ,53.841323,-1.726835,418072,438376
BD8 7HP,53.803901,-1.762396,415746,434204
BD3 8HE,53.795386,-1.715049,418868,433268
BD22 7DU,53.85451,-1.926826,404911,439811
BD8 7ND,53.81436,-1.765268,415553,435367
BD8 7DY,53.803581,-1.759482,415938,434169
BD13 5AD,53.827333,-1.894665,407031,436790
BD13 2AS,53.763468,-1.847451,410154,429690
BD9 4BQ,53.815228,-1.787407,414095,435459
BD9 4BQ,53.815228,-1.787407,414095,435459
BD8 7AP,53.812187,-1.766525,415471,435125
BD16 1TZ,53.831396,-1.819734,411962,437252
BD13 3BH,53.791421,-1.821651,411847,432804
BD17 5RH,53.842194,-1.793988,413653,438458
BD4 6NR,53.764861,-1.699919,419879,429876
BD20 6EB,53.878157,-1.914373,405727,442443
HD6 2NY,53.713337,-1.796254,413545,424121
HX5 0QG,53.681256,-1.848989,410072,420543
HX7 5QN,53.732626,-1.975301,401727,426248
HX3 0HG,53.711651,-1.878136,408141,423921
HX2 0BA,53.723594,-1.894757,407042,425248
HX3 8TL,53.723076,-1.788417,414059,425206
HX2 9SU,53.755652,-1.882787,407826,428816
HX3 9LG,53.698117,-1.848792,410081,422419
HD6 3XB,53.694663,-1.792648,413789,422044
HX6 1DF,53.704152,-1.931857,404596,423082
HX6 2NW,53.714132,-1.908781,406118,424194
OL14 7DG,53.720866,-2.110254,392822,424945
HX2 9TZ,53.753767,-1.87621,408260,428607
HD2 2JT,53.678402,-1.772124,415150,420239
HD5 8PQ,53.638539,-1.74516,416947,415810
WF17 0BJ,53.720244,-1.63512,424176,424932
WF17 0LD,53.732364,-1.645292,423498,426277
WF17 0AD,53.722005,-1.640727,423805,425126
BD19 4BE,53.743925,-1.691819,420423,427549
WF14 9PH,53.680057,-1.688697,420660,420444
HD7 5SP,53.623506,-1.848499,410118,414118
HD7 5SP,53.623506,-1.848499,410118,414118
WF16 0AH,53.707994,-1.669221,421932,423558
HD9 7SE,53.582748,-1.771415,415231,409597
HD9 6QJ,53.607893,-1.783506,414422,412392
HD4 6SG,53.630262,-1.741747,417176,414890
WF12 7DW,53.693482,-1.616482,425422,421961
WF14 9EZ,53.686548,-1.703382,419687,421162
HD4 5JA,53.630106,-1.812108,412523,414858
HD5 9PG,53.655899,-1.755587,416251,417739
HD4 6JN,53.626344,-1.787827,414130,414444
HD2 1DJ,53.666087,-1.771328,415207,418869
HD3 4HA,53.643729,-1.816162,412251,416373
WF13 4LL,53.694946,-1.645031,423536,422114
HD3 4GN,53.653925,-1.836695,410891,417504
HD8 8NL,53.59199,-1.665338,422249,410653
WF15 7LX,53.70493,-1.696709,420119,423209
WF12 0HE,53.6596,-1.617394,425382,418191
WF13 2JE,53.693931,-1.648417,423313,422000
BD19 3AQ,53.726424,-1.728246,418028,425592
LS16 5EA,53.833949,-1.608423,425868,437592
LS17 6SF,53.841872,-1.522923,431489,438508
LS17 7AG,53.850409,-1.55268,429525,439445
LS19 6LX,53.857125,-1.683463,420918,440146
LS23 6RW,53.900401,-1.361969,442021,445103
WF10 2HR,53.757329,-1.384448,440682,429172
LS27 0LZ,53.745589,-1.620193,425146,427757
LS6 4QE,53.838752,-1.560251,429035,438145
LS17 5DJ,53.834853,-1.55084,429657,437715
LS6 2LG,53.817589,-1.558574,429160,435791
LS11 5TT,53.760066,-1.558934,429176,429391
LS9 7HD,53.802884,-1.520951,431648,434171
LS9 0TT,53.797316,-1.485337,433998,433568
LS28 9HU,53.792357,-1.656703,422713,432948
LS14 6NU,53.82018,-1.476551,434558,436116
LS12 5EU,53.782973,-1.62072,425089,431916
LS25 1LJ,53.787981,-1.391953,440158,432578
LS20 8DT,53.870467,-1.717398,418680,441621
LS18 5RF,53.842828,-1.639573,423813,438569
LS15 8TA,53.815335,-1.434844,437308,435598
LS15 8TA,53.815335,-1.434844,437308,435598
LS16 5AG,53.8359,-1.595109,426743,437814
LS6 2LG,53.817589,-1.558574,429160,435791
LS14 6TY,53.815207,-1.476036,434596,435563
LS17 7TN,53.853712,-1.54433,430072,439816
LS13 1DQ,53.813505,-1.653584,422907,435302
LS27 0PD,53.743164,-1.60108,426408,427494
LS9 8LA,53.793865,-1.526883,431264,433165
LS21 2BB,53.912688,-1.693852,420208,446325
LS28 5SG,53.809941,-1.687873,420651,434895
LS28 7ND,53.799795,-1.661592,422387,433774
LS16 7RX,53.856749,-1.6078,425895,440129
WF3 3PS,53.729948,-1.501712,432972,426065
LS8 1ND,53.830642,-1.510637,432306,437264
LS26 8EX,53.737185,-1.458602,435810,426891
LS27 0PD,53.743164,-1.60108,426408,427494
LS29 6AE,53.881771,-1.727834,417989,442876
LS10 2JU,53.765954,-1.537619,430577,430055
LS12 3DS,53.794805,-1.602473,426284,433239
LS15 0PT,53.796546,-1.46133,435580,433494
LS22 6JS,53.931003,-1.378896,440879,448498
WF3 1JQ,53.729924,-1.587776,427294,426026
WF10 3JU,53.721149,-1.311235,445548,425191
WF8 3NW,53.676835,-1.300104,446331,420268
WF10 4JQ,53.725413,-1.345584,443277,425644
WF2 8QF,53.670866,-1.516455,432044,419485
WF4 1NF,53.656979,-1.428762,437850,417983
WF11 0BZ,53.704309,-1.242024,450135,423364
WF7 5AJ,53.675671,-1.342177,443553,420112
WF6 1HZ,53.695111,-1.412859,438866,422234
WF9 4AB,53.615583,-1.353602,442859,413420
